"Feature","Data_Type","Category","Sub_Category","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1623","TCGA-25-1625","TCGA-25-1635","TCGA-25-1878","TCGA-23-1809","TCGA-25-2391","TCGA-25-2409","TCGA-25-2042","TCGA-25-2393","TCGA-23-2077","TCGA-25-2396","TCGA-23-2078","TCGA-25-2397","TCGA-23-2079","TCGA-25-2399","TCGA-23-2081","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-42-2591","TCGA-23-2645","TCGA-42-2593","TCGA-23-2647","TCGA-23-1111","TCGA-23-2649","TCGA-25-1316","TCGA-25-1322","TCGA-42-2582","TCGA-42-2588","TCGA-42-2589","TCGA-23-2641","TCGA-42-2590","TCGA-23-2643","TCGA-25-1320","TCGA-23-1121","TCGA-25-1313","TCGA-23-1122","TCGA-25-1315","TCGA-23-1123","TCGA-25-1319","TCGA-25-2408","TCGA-25-1321","TCGA-25-1323","TCGA-25-1326","TCGA-25-1328","TCGA-25-1312","TCGA-25-1329","TCGA-25-1314","TCGA-23-1109","TCGA-25-1318","TCGA-23-1110","TCGA-42-2587","TCGA-57-1586","TCGA-5X-AA5U","TCGA-WR-A838","TCGA-59-A5PD","TCGA-OY-A56Q","TCGA-OY-A56P","TCGA-3P-A9WA"
"MAP2K1|MEK1","num","Molecular","Protein Expression"," 0.544243658"," 1.314301944"," 0.565351150"," 0.668421207","-0.776865571"," 0.113105714"," 0.657204735"," 0.402214749"," 0.454238512"," 0.089970586"," 0.801043593"," 0.007143597"," 0.293171657"," 0.355103414"," 0.111226865"," 0.040293003"," 0.724744895"," 1.554359325"," 0.047050999","-0.165886611"," 0.149330902"," 0.420893411"," 0.504933802"," 0.352491629","-0.021966513"," 0.296050372","-0.149594600","-0.056998950"," 0.290388821"," 0.263538001","-0.367463846"," 0.746721254","-0.458075038"," 0.534148241"," 0.528460053","-0.168128552"," 1.049930457"," 0.392848318"," 0.312607910"," 0.094124431"," 0.956218143"," 0.133756247"," 0.093286332","-0.163071837"," 0.110866602"," 0.850237064"," 0.365895764"," 0.248026711"," 0.404051545"," 0.586445333"," 0.342408841"," 0.305673005"," 0.249815609","-0.186079557"," 0.290127341","-0.005437429"," 0.708500540","-0.086940325"," 0.442723808"," 0.634164575"," 0.669497855","-1.452171081"," 0.217465099"," 0.589913703"
"MAP2K1|MEK1_pS217_S221","num","Molecular","Protein Expression"," 0.516483896","-0.347226267","-0.006068859"," 0.269241020","-0.150308096","-0.987300817","-0.205501562","-0.567544387","-0.951782934","-0.443117365"," 0.603390262","-0.488867936","-0.239930971","-0.678183211","-0.454121048","-0.188082719","-0.116348952","-0.006989511","-0.517058403"," 0.252528340"," 1.469090912","-0.605915208","-0.107364180","-0.790272418","-1.131116898","-0.003232934","-0.200954201"," 0.315862541","-0.177500730"," 0.096019042"," 1.609416840","-0.660457449","-0.226043108"," 0.496060078","-0.288626774","-0.217681492","-0.454918629","-1.199440019"," 0.010243246","-1.370846841","-0.010892026","-0.500057365","-0.748542493"," 0.080624820","-0.043451943","-0.888283272","-0.561433580","-0.307050826","-1.001075470","-0.291454858","-0.889325350","-0.151438890","-0.741045664","-0.116466147","-0.662097129","-0.002892694"," 0.179067281","-0.962102998","-0.399728006","-0.357203406","-0.218090836","-0.408249590","-0.290061094","-0.398320943"
"ERRFI1|MIG-6","num","Molecular","Protein Expression","-0.36504366","-0.26406169","-0.37593916","-0.36224705","-0.26586180","-0.35045137","-0.30383131","-0.18059063","-0.32782029","-0.33853999","-0.33428227","-0.33399268"," 0.04504417","-0.23646153","-0.43050797","-0.44599963","-0.13894665","-0.47363661","-0.36838314","-0.32922789","-0.45556852","-0.58351035","-0.38962191","-0.21311997"," 0.17264256","-0.50091783","-0.48064825","-0.42759400","-0.38085072","-0.27744208","-0.40669539","-0.46190020","-0.47528081","-0.37492421","-0.28428746","-0.46456569","-0.26578554","-0.32139119","-0.32878286","-0.35702780","-0.26119363","-0.04183231","-0.51015988","-0.55962985","-0.36448275","-0.10798035","-0.60087800","-0.26921220","-0.36647166","-0.32976140","-0.51860895","-0.35367461","-0.42912324","-0.54983727","-0.04182921","-0.23056005","-0.10486841","-0.33630647","-0.03401722","-0.29202966"," 0.16693603","-0.08031091","-0.04390265","-0.24279972"
"MRE11A|Mre11","num","Molecular","Protein Expression","-0.035052597"," 0.265239816"," 0.385627950"," 0.262613437"," 0.068780590"," 0.216569094"," 0.111969207"," 0.103494763"," 0.160316140"," 0.128353908"," 0.087460943"," 0.105345356"," 0.154723183"," 0.154847103"," 0.079157666"," 0.090053546"," 0.076981543"," 0.139546580"," 0.019618835","-0.000130210"," 0.041913569"," 0.093156664"," 0.098655080"," 0.132700260"," 0.358931635"," 0.211236527"," 0.153686259"," 0.051976264"," 0.025911242"," 0.244832734"," 0.125017838"," 0.187578296","-0.022293249","-0.155423254"," 0.127102164"," 0.112400453"," 0.009983556"," 0.332997792"," 0.126958342"," 0.244987841"," 0.151361175"," 0.248994955"," 0.084353258"," 0.045770182"," 0.291047192"," 0.095005739"," 0.111584919"," 0.316950735"," 0.280847927"," 0.159064578"," 0.125619926"," 0.103105311"," 0.022869814"," 0.047946377"," 0.122305414"," 0.124223023"," 0.243838291"," 0.213730423"," 0.302826088"," 0.103405679"," 0.258438800"," 0.150923829"," 0.029810905"," 0.092940035"
"MTOR|mTOR","num","Molecular","Protein Expression","1.0991527","1.5896609","0.8437541","1.1743925","1.5621498","0.6790177","1.2834831","1.6171203","1.0044800","1.6253963","1.5467113","1.5468354","0.8124552","0.9750373","1.5865076","1.3762627","0.6615797","2.0115319","1.2822277","1.3779282","1.3082695","1.5952309","1.2592785","1.2941783","1.4256867","1.2474298","1.8152536","1.1806703","1.2721341","1.1912299","1.1514296","1.3100402","1.4067307","1.3444068","1.3127790","1.4150108","1.2703777","1.7774320","1.1340557","1.1748316","1.2947768","1.1427246","1.5360888","1.3853045","1.1943762","0.9186195","1.4133649","1.0750246","0.8139210","1.3558806","1.1517687","1.3988477","1.4019033","1.1362752","1.4560743","0.9576909","0.8995522","1.1586424","1.2293518","0.8948689","0.8580506","1.5715274","1.4932466","1.2478116"
"MTOR|mTOR_pS2448","num","Molecular","Protein Expression","-0.29399843","-0.38297348","-0.14255334","-0.54168220","-0.14230077","-0.32489494","-0.34020770","-0.67164660","-0.76913733","-0.18458498","-0.22564691","-0.29321838","-0.38517200","-0.54723582","-0.26986910","-0.27153661","-0.34251320"," 0.25119044","-0.29209392","-0.16508229","-0.40314664","-0.27027475","-0.39797017","-0.42681437","-0.73321486","-0.41278757","-0.28472374","-0.51201585","-0.19490159","-0.37344970","-0.36042970","-0.04538359","-0.17685618","-0.23693837","-0.91107937","-0.25940380","-0.28351237","-0.41408286","-0.58823423","-0.79669965","-0.16888126","-0.45361609","-0.34517414","-0.39305779","-0.28230757","-0.49415407","-0.54934537","-0.56084906","-0.48325525","-0.36599648","-0.55645421","-0.35373220","-0.53704857","-0.51541811","-0.24572851","-0.84825490","-0.52205878","-0.63066948","-0.74019050","-0.74868137","-0.79338778","-0.65398020","-1.01281927","-0.58888421"
"CDH2|N-Cadherin","num","Molecular","Protein Expression","-0.389367002"," 0.212424568"," 0.221262523","-0.239353638"," 0.408821819","-0.013868788","-0.435061604","-0.329510107","-0.126428467"," 0.896532017","-0.363213981","-0.432830821"," 0.120329274"," 0.561614709","-0.281513206","-0.339672747"," 0.110055171","-0.349712759","-0.385373863","-0.079565682","-0.378575577","-0.755073402","-0.426128042","-0.443026281"," 0.079305465"," 0.108463709","-0.287550249","-0.444076928"," 0.049158164"," 0.009221182"," 0.230107054","-0.340862333"," 0.362352882","-0.164021273"," 0.149020246"," 0.885755483","-0.110222425"," 0.127938109","-0.059659277"," 0.050033484","-0.222317701"," 0.140778596","-0.159006771","-0.072903371"," 0.185426533"," 0.461767951","-0.355674941","-0.050299487","-0.189694454"," 0.374755032","-0.498332283"," 0.051124586","-0.044409198","-0.303670596","-0.592244297","-0.039264538","-0.278130798"," 0.176460002"," 0.249753317","-0.583894815"," 0.129133975","-0.077201536","-0.107447833","-0.467565129"
"NFKB1|NF-kB-p65_pS536","num","Molecular","Protein Expression"," 0.35175699"," 0.51388539","-0.36714882"," 0.55910418"," 0.39432425","-1.32916379","-0.45786964","-0.01964932"," 0.26553841"," 0.76103507"," 1.08469721","-0.08286535","-0.14936377"," 0.34113382"," 1.84455300"," 0.89148904"," 0.19239624"," 0.11452057"," 1.20543063"," 0.95032732"," 0.05130647"," 1.45633151"," 0.88161018"," 0.45320868"," 0.33685457"," 0.50324347"," 2.79745621"," 1.48231589","-0.50860829"," 0.87200263"," 0.88760964"," 0.01180051","-0.94779094"," 1.98482527"," 0.59035373"," 0.01653633"," 0.66264479"," 0.35236864","-0.19858058","-0.64016411"," 1.14375420","-1.39917154"," 2.17374814"," 1.67301681"," 0.77264727"," 0.68997467"," 1.48529461"," 0.59174036"," 0.54978680"," 0.19804393"," 0.87016273"," 0.97512041"," 0.23414986"," 0.56757896","-0.32989202"," 0.49786810"," 0.67483016","-0.47262950"," 0.17765221"," 0.34695991"," 0.66088392"," 0.73464195"," 0.28637610"," 0.97642535"
"NF2|NF2","num","Molecular","Protein Expression"," 0.83062133"," 1.06620602"," 0.53727528"," 0.67693127"," 1.00776313"," 0.25079434"," 1.32604602"," 1.57246644"," 1.18273369"," 0.85072467"," 0.68712854"," 1.47273088"," 1.13155309"," 0.72797356"," 1.12422976"," 1.29258137"," 0.78621959"," 0.95185656"," 0.72449752","-0.42438254"," 0.85572153"," 0.96859595"," 1.16391151"," 1.37106839"," 0.24237028"," 0.51334936"," 0.46967609"," 1.04101605"," 1.19001299"," 1.32626815"," 0.56679676"," 1.04457173"," 1.11723565"," 1.11482260"," 1.36233765"," 0.74861336","-0.07268646"," 0.89912543"," 0.66367196"," 0.50987148"," 1.06659753"," 1.54229724"," 0.64496331"," 0.84754042"," 0.99185174","-0.26213968"," 0.65154572"," 0.97933316"," 1.11795058"," 0.89981512"," 0.52813950"," 1.70382111"," 1.00845288"," 0.76067719"," 1.24938678"," 0.76959913"," 1.05281064"," 0.54806944"," 0.81036151"," 0.59728271"," 0.58393861"," 0.90272780"," 1.19287220"," 1.57803838"
"NOTCH1|Notch1","num","Molecular","Protein Expression","-1.0122822","-0.5094234","-0.5231538","-1.0086547","-1.1935055","-0.7003699","-0.9993849","-1.0234453","-0.7612708","-0.9419727","-1.0613602","-0.7807976","-0.5740445","-0.8939074","-0.9267959","-0.9816441","-0.3589670","-1.0692332","-1.0759924","-1.3293238","-0.7561958","-0.6283756","-0.7868870","-0.7111082","-0.4241563","-0.7316719","-0.6672179","-0.8528540","-1.1449402","-0.7979087","-1.0960535","-0.9282548","-1.2790927","-1.0981548","-0.7750014","-1.1351106","-0.8924250","-0.6753321","-0.9039713"," 0.3101624","-0.8048889","-0.7100652","-0.9277500","-0.3235015","-0.6594254","-0.6574314","-0.8167298","-0.6420200","-0.5191716","-0.9831719","-1.1209674","-0.7363871","-1.1598155","-1.2354799","-0.9795372","-0.9253792","-0.7564579","-0.3447682","-0.6349019","-0.9158109","-0.3043818","-0.7675452","-0.8899118","-0.5321411"
"CDH3|P-Cadherin","num","Molecular","Protein Expression","-1.2082564","-1.1591478","-2.0830521","-1.2215128","-1.2826380","-1.3633812","-1.2388402","-1.4547251","-1.1373103","-1.4365643","-1.0632584","-1.2838531","-1.4969745","-1.1218699","-1.1599215","-1.3733613","-1.3903024","-1.4894498","-1.1908499","-1.4313968","-1.1339384","-1.1382963","-1.4657582","-1.2626329","-1.0098777","-1.2379164","-1.3046137","-1.5476417","-1.3291064","-1.1206522","-1.0246137","-1.0977722","-1.3780258","-1.3851614","-0.9871801","-1.2948250","-1.0164737","-1.3499703","-1.2427013","-0.9979010","-1.2576441","-1.0307783","-0.9981096","-1.4127041","-1.3752660","-1.2543800","-1.3358043","-1.1509817","-1.3250250","-1.3784958","-1.1992346","-1.5427505","-1.2450104","-1.6423825","-1.3736371","-1.2498501","-1.2431091","-1.3645318","-1.3336239","-1.2947444","-1.4628089","-1.0063990","-1.3048627","-1.5108883"
"CDKN1B|p27","num","Molecular","Protein Expression","-0.308534500"," 0.199392533"," 0.687498898"," 0.348636343","-0.417345897"," 0.206894203"," 0.037431124","-0.196100952"," 0.064114369"," 0.029593067"," 0.229649375"," 0.106634050","-0.078005272","-0.158010178"," 0.030619110"," 0.203775693"," 0.601139567"," 0.184644361"," 0.042780222","-0.490248286","-0.119106509","-0.202762564","-0.302188727"," 0.072741265"," 0.448508058","-0.297172254"," 0.446390977","-0.288329432"," 0.156556944"," 0.065778633","-0.703494111"," 0.922476381","-0.178008994","-0.155919573","-0.254941300","-0.124538350","-0.395219769"," 0.003289171"," 0.078013441","-0.527004915","-0.116748893","-0.015629361","-0.360800379"," 0.657017151"," 0.090769194"," 0.406327324"," 0.503123606","-0.071163528","-0.228700649"," 0.544719381"," 0.385519841"," 0.396022459","-0.289175341"," 0.901744780"," 0.453508354"," 0.695163944","-0.255529037"," 0.045856634"," 0.006189945"," 0.335413420"," 0.067380604"," 0.296552773","-0.011938519"," 0.274603975"
"CDKN1B|p27_pT157","num","Molecular","Protein Expression","-0.28886215","-0.04981435"," 0.07731103","-0.06494263","-0.13832669","-0.21380178","-0.24300829","-0.23600336","-0.13394081","-0.12216180","-0.20713983","-0.17634940","-0.09028936","-0.05000513","-0.10558800","-0.13771962","-0.27281212","-0.14826426","-0.20149436","-0.28190847","-0.22638710","-0.23218625","-0.31048080","-0.09210549","-0.10042168","-0.12992435","-0.19992379","-0.26565029","-0.21172894","-0.03410458","-0.20010910","-0.15520165","-0.22929457","-0.27973791","-0.23633446","-0.31144302","-0.27982232","-0.11956814","-0.15045431","-0.15410548","-0.26535770","-0.14048022","-0.07571720","-0.14087694","-0.09864040","-0.32906218","-0.20557845","-0.05545572","-0.10839530","-0.21303186","-0.13822428","-0.13834429","-0.17531791","-0.13889523","-0.21577989","-0.09655654","-0.14129206","-0.08162505"," 0.08385293","-0.10580415","-0.16315277"," 0.03697168","-0.06323105","-0.03762203"
"MAPK14|p38_MAPK","num","Molecular","Protein Expression","-0.069239417","-0.110815143"," 0.582744211"," 0.218432940"," 0.077138231","-0.143742699","-0.049141739"," 0.104684350"," 0.306332005","-0.430374400","-0.144575154","-0.144332096","-0.055224492"," 0.129827546","-0.065568314","-0.335697226"," 0.120759638"," 0.007149974","-0.012283532","-0.053012397"," 0.070831970","-0.570254574"," 0.077013411","-0.034223489","-0.512216081","-0.220298969","-0.257317938","-0.104507625","-0.143582338","-0.106920089"," 0.227202028","-0.345168722","-0.262598027","-0.045457203"," 0.411146180"," 0.018598004"," 0.359066470","-0.260010006","-0.178790010","-0.088524340","-0.005510716"," 0.291100215"," 0.023268816","-0.070934005","-0.139152837"," 0.385247713","-0.342963455","-0.142743820","-0.163000189"," 0.105080603","-0.351803553","-0.332798188","-0.273594811","-0.219605563","-0.266901182","-0.160341379"," 0.021166690","-0.136669269"," 0.299402621","-0.358641821"," 0.453635544"," 0.475229283","-0.244769307"," 0.262274668"
"MAPK14|p38_pT180_Y182","num","Molecular","Protein Expression"," 0.969993506"," 0.567217718"," 1.978033468"," 1.375916696"," 1.177865765"," 0.851105537"," 0.963932923"," 0.307027862"," 0.450795711","-0.058208248"," 1.094536652"," 0.729613861"," 1.023003061"," 0.716644331"," 0.533974186"," 0.035384389"," 1.089275134"," 1.299696096"," 1.233541728"," 0.972811698"," 1.590951781"," 0.453780709"," 0.950905162"," 0.122406091","-0.135789881"," 0.213046608","-0.396761189"," 1.129230340"," 1.530410536"," 0.547811310"," 1.517819361"," 0.122912324"," 0.547865732"," 0.977077534"," 0.629588193"," 0.764211357"," 1.104951125","-0.605289788"," 0.592272626","-0.267991016"," 1.015647828"," 1.228471523"," 0.201907264"," 0.547228042"," 0.675041458"," 0.815557901","-0.305810860"," 0.295235437"," 0.490734136"," 1.075740661"," 0.135514359"," 0.457363750","-0.263404734"," 0.437495677"," 0.087382198","-0.193141676"," 0.555208061","-0.860859679","-1.082892788","-0.365197411"," 0.004532068"," 1.318251548"," 0.280576186"," 1.113981582"
"TP53|p53","num","Molecular","Protein Expression","-1.2701680","-0.9916668","-0.9395581","-1.5345913","-0.3872106","-1.0696040","-1.2542271","-1.1286472","-1.6258667","-1.5262840","-1.7796721","-1.0377360","-1.3056796","-0.7140309","-0.7803284","-1.0898283","-1.9034566","-0.8750027","-1.7015712","-1.3515648","-1.2233374","-1.8360803","-1.3002505","-0.7867813","-1.0901823","-1.7096687","-1.1641066","-1.6736799","-0.8835800","-1.5662628","-1.6848761","-1.3184176","-0.9865057","-1.8651237","-1.3700654","-1.8172791","-1.5373131","-0.7083785","-1.5363946","-1.5187767","-0.9869655","-1.1507320","-0.6221362","-1.0994769","-1.3384029","-1.5656419","-0.5452153","-1.0034631","-1.0909427","-1.3329375","-1.6977511","-1.4528272","-1.7286217","-0.8230754","-1.0634634","-0.8434974","-1.1095925","-0.6110524","-0.9434188","-1.1716819","-1.2029182","-0.6175172","-0.5721760","-0.1338510"
"RPS6KB1|p70S6K","num","Molecular","Protein Expression"," 0.12177309"," 0.53524958","-0.12603746"," 0.68124810"," 0.46185558","-0.80175275"," 0.23075389"," 0.59308415"," 0.67218144"," 0.17148428"," 0.45295343"," 0.58730024"," 0.48470853"," 0.31068496"," 0.28457214"," 0.50923430"," 0.22890911"," 0.20298072"," 0.21543094"," 0.27967916"," 0.11781228"," 0.19183957"," 0.36133326"," 0.69858600"," 0.42558850"," 0.17931388"," 0.53748431"," 0.41975252"," 0.07284178"," 0.26135449"," 0.58904039"," 0.26656756"," 0.88913062"," 0.70694286"," 0.93021855","-0.11719258"," 0.21991113"," 0.14285044"," 0.31551227"," 0.25761365"," 0.40546332"," 0.46794684"," 0.17233173"," 0.26733966"," 0.34141316"," 0.54816266"," 0.12348314"," 0.43377721"," 0.28822452"," 0.62207896"," 0.07522195"," 0.29481533"," 0.73267105"," 0.46807038"," 0.24992830"," 0.24858150"," 0.47817670"," 0.29417401"," 0.41324755"," 0.34483851"," 0.62270998"," 0.51503367"," 0.61708568"," 0.07813278"
"RPS6KB1|p70S6K_pT389","num","Molecular","Protein Expression"," 0.06597982","-1.51788762","-0.83304464","-1.53094074","-0.54745682","-0.41886445","-1.10348648","-1.85372321","-1.73242558","-1.49568690","-0.95750096","-1.60890344"," 0.10687178","-1.75246673","-1.73068245","-1.10389843","-0.84795558","-1.47707717","-1.75793754","-1.81781160","-1.13232177","-1.51296210","-1.26931396","-1.73313555","-1.47729379","-1.56044051","-1.51613357","-1.72495509","-1.75290106","-1.37073912","-1.77900836","-0.99799656","-0.85592794","-0.55198732","-1.31365239","-1.24995213","-1.40571141","-1.49503487","-1.53272681","-1.82214298","-0.39613583","-1.34758479","-1.75761163","-1.72965522","-0.14746053","-1.24583902","-1.47912804","-1.23848168","-1.64528600","-1.13129672","-1.54182859","-1.65213816","-1.79198404","-1.59697453","-1.38167709","-1.46388477","-1.45392004","-1.45926516","-0.72245048","-1.34783821","-0.66607852","-1.12986970","-1.15859253","-1.19947905"
"RPS6KA1|p90RSK_pT359_S363","num","Molecular","Protein Expression","-0.08163272","-0.32934765","-0.84030966","-0.20477801","-0.20689831","-0.74883378","-0.32112137","-0.78363007","-0.85555092","-0.03273090","-0.26769997","-0.06321327","-0.53116198","-0.38411374","-0.43578349","-0.36823280","-0.48894692","-0.08702395","-0.20495263"," 0.03291862","-0.04627284","-0.14923433","-0.44152372","-0.69886524","-0.50262753","-0.58510269","-0.64173575","-0.48344967","-0.21917551","-0.05495788"," 0.48674942","-0.45818063","-0.55148921","-0.15802522","-0.68941296","-0.30657194","-0.38850174","-0.65446285","-0.31196376","-0.75697632","-0.23613794","-0.63354292","-0.37705853","-0.22682952","-0.34222508","-0.65986530","-0.23608122","-0.37509758","-0.43106821","-0.24770999","-0.36450202","-0.30424780","-0.44187404","-0.30596405","-0.55044544","-0.31669907","-0.23513534","-0.52785209","-0.23934716","-0.61538233","-0.24436365","-0.44016549","-0.57099380","-0.33945009"
"SERPINE1|PAI-1","num","Molecular","Protein Expression","-1.6412676","-2.6257486","-2.3104021","-2.7015892","-2.7323539","-0.5092419","-2.7286352","-2.2136005","-3.2598555","-2.5085193","-1.8981800","-3.0912145","-0.5121951","-2.0991919","-3.2151705","-2.8257823","-2.6490540","-2.6915264","-0.5669222","-2.1406097","-2.9953089","-3.1185301","-1.9803848","-1.8170978","-1.4481710","-2.8679522","-2.8678424","-1.5195364","-2.9119219","-3.2899685","-3.3250390","-2.6776180","-1.3939955","-1.7046236","-1.7444467","-2.2184898","-1.3399413","-2.9113790","-1.4314953","-1.8837486","-1.6700527","-1.4876270","-2.9620935","-3.3415831","-1.8469271","-1.5349658","-2.7372979","-2.2083354","-1.9783697","-2.2772173","-3.2804660","-2.9323047","-2.5873156","-2.9683441","-2.3377413","-2.7282688","-1.1170897","-3.0272067","-2.5821967","-3.0675979","-0.4269570","-2.9076827","-2.8535964","-2.9951317"
"PXN|Paxillin","num","Molecular","Protein Expression"," 0.793689278"," 0.419955207","-1.252894036"," 0.299821671"," 0.265191687"," 0.003448972","-0.042849554"," 0.704488964"," 0.157058461"," 0.707439246"," 0.220041028"," 0.360096923"," 0.599862749"," 0.475807152"," 0.302264467"," 0.129541364"," 0.532435337","-0.034470847"," 0.760789464"," 0.628752617"," 0.679907588"," 0.242182000"," 0.520206047"," 0.739662849"," 0.323603791"," 0.128683632"," 0.124477827"," 0.795723476"," 0.985155784"," 0.157604185"," 0.492417646"," 0.462371645"," 0.217528579"," 1.049113430"," 0.260065442"," 0.733559429"," 0.203205440"," 0.936700399"," 0.708930599"," 0.533683209"," 0.423439869","-0.179987767"," 0.796830301"," 0.289493815"," 0.577345039"," 0.513054650"," 0.311659546"," 0.711717546"," 0.580402214"," 0.984857384"," 0.317897156"," 0.686579237"," 1.144595071"," 0.417337779"," 0.638796837"," 0.687004234"," 1.068883774"," 0.336654090"," 0.750072222"," 0.182266809"," 0.454055795"," 1.056769998"," 0.791408240"," 0.302933927"
