"Feature","Data_Type","Category","Sub_Category","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1623","TCGA-25-1625","TCGA-25-1635","TCGA-25-1878","TCGA-23-1809","TCGA-25-2391","TCGA-25-2409","TCGA-25-2042","TCGA-25-2393","TCGA-23-2077","TCGA-25-2396","TCGA-23-2078","TCGA-25-2397","TCGA-23-2079","TCGA-25-2399","TCGA-23-2081","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-42-2591","TCGA-23-2645","TCGA-42-2593","TCGA-23-2647","TCGA-23-1111","TCGA-23-2649","TCGA-25-1316","TCGA-25-1322","TCGA-42-2582","TCGA-42-2588","TCGA-42-2589","TCGA-23-2641","TCGA-42-2590","TCGA-23-2643","TCGA-25-1320","TCGA-23-1121","TCGA-25-1313","TCGA-23-1122","TCGA-25-1315","TCGA-23-1123","TCGA-25-1319","TCGA-25-2408","TCGA-25-1321","TCGA-25-1323","TCGA-25-1326","TCGA-25-1328","TCGA-25-1312","TCGA-25-1329","TCGA-25-1314","TCGA-23-1109","TCGA-25-1318","TCGA-23-1110","TCGA-42-2587","TCGA-57-1586","TCGA-5X-AA5U","TCGA-WR-A838","TCGA-59-A5PD","TCGA-OY-A56Q","TCGA-OY-A56P","TCGA-3P-A9WA"
"PCNA|PCNA","num","Molecular","Protein Expression","-1.3094614","-1.1066355","-1.2288396","-1.1429563","-1.1450471","-1.3688469","-1.1870121","-0.9911982","-1.0334094","-0.8232764","-0.8549385","-1.3136318","-1.1355352","-0.6676908","-1.3398888","-1.1301846","-1.0830676","-1.1709892","-1.0369876","-1.2745697","-0.9660665","-1.1801992","-1.2526646","-1.3695944","-1.0654692","-1.2242523","-1.4654293","-1.1815975","-1.3890918","-1.3236974","-1.1196668","-1.4698130","-0.8552262","-1.2567972","-1.0046346","-1.1931437","-0.9587089","-1.5286596","-1.4249426","-0.9413278","-1.4803509","-1.2733793","-1.0636760","-0.7019634","-1.4394195","-1.0214803","-1.5585450","-1.3259344","-1.0789828","-1.6215133","-1.2556898","-1.2422309","-1.2812088","-1.1908191","-1.4800710","-0.6100252","-1.2862541","-1.4036821","-0.8710036","-0.5583169","-0.6103951","-0.8963404","-1.0449402","-0.9892348"
"PDK1|PDK1_pS241","num","Molecular","Protein Expression"," 0.134225870"," 0.477161677","-0.475981823"," 0.341281870"," 0.508713723"," 0.053858315"," 0.207585039"," 0.164258014"," 0.587396567"," 0.166233935","-0.177696560"," 0.302180912"," 0.077388112"," 1.012966876"," 0.164258014"," 0.204415562"," 0.286135778","-0.080827096"," 0.243332138","-0.009336392"," 0.195462009","-0.373393502","-0.047906322"," 0.047184998","-0.379191322"," 0.582130647"," 0.249605797"," 0.162509806","-0.055703487"," 0.487582489"," 0.227395630","-0.080593277"," 0.066879873"," 0.213717565"," 0.211052760"," 0.150742237"," 0.253934773"," 0.361302488","-0.158355539","-0.069701429"," 0.118822715"," 0.077862289","-0.440969184","-0.003191853"," 0.043721336"," 0.545706635"," 0.166998972","-0.020744119"," 0.368335677"," 0.525529454","-0.163749969"," 0.150059293"," 0.272720568","-0.740658763"," 0.386628997","-0.137297802"," 0.364415262"," 0.222763119","-0.085423092"," 0.081131693"," 0.711688792"," 1.041322462"," 0.144227332"," 0.892412962"
"PEA15|PEA15","num","Molecular","Protein Expression","0.9345892","0.8021504","2.1231561","1.0997225","0.4868832","1.3186358","0.7991398","1.0398527","0.9821703","0.7170016","1.0648465","1.2688977","0.8075762","0.6773953","1.0124936","0.6084873","1.1934152","0.9159425","0.7442114","0.9800739","1.2435322","0.8859724","0.9330639","0.9463472","1.0128716","0.7152962","0.1865416","0.8702386","0.9518559","1.1009579","1.5293926","1.1068082","0.9092357","1.3901157","1.2939915","1.1975816","0.9604855","0.8972838","1.3048926","0.8982607","1.1808637","1.3430025","1.1159005","1.1058168","0.5722414","1.6514835","1.1884773","0.6770390","0.8459265","1.0237267","0.4724174","1.0757479","0.6307587","0.5909250","1.7492606","1.2417740","0.8958843","0.8178879","0.7929879","0.3789102","0.8760798","1.0780672","0.6410582","1.0428936"
"PIK3CA |PI3K-p110-alpha","num","Molecular","Protein Expression","-0.34664696","-0.19018808","-0.82899634","-0.37840499"," 0.02134739","-1.21930868","-0.32557117","-0.16659789","-0.25291630","-0.65603532","-0.05154746"," 0.14503763","-0.73729897","-0.53524407"," 0.03988530","-0.17094619","-0.15611085","-0.28966659"," 0.25434571"," 0.12235604","-0.14175353","-0.42951782","-0.58759893","-0.06926349","-0.26638173","-0.15257541","-0.01450152","-0.20055546","-0.61405172"," 0.15924518","-0.56872326","-0.45813668"," 0.06505977","-0.14985553","-0.16465009","-0.02226723","-0.25127900","-0.26832530","-0.20191344","-0.30620847","-0.52113633","-0.28960680","-0.48927670","-0.20683898","-0.42591056","-0.24180253"," 0.26739008","-0.33993673","-0.39285878","-0.24388529","-0.39622268","-0.30339327","-0.59570697","-0.14284136","-0.47684592","-0.14237111","-0.36922918","-0.19650766"," 0.03725466","-0.16375514","-0.01953012"," 0.13506599"," 0.03863123","-0.27178509"
"PRKCA |PKC-alpha","num","Molecular","Protein Expression","-1.2845548","-0.8827942","-1.7406719","-1.5348126","-0.5138519","-1.6411622","-0.8499445","-0.4286109","-1.3060399","-1.4047405","-1.6276465","-0.6522433","-1.3545102","-0.9973911","-1.4782354","-1.4083059","-0.9160832","-1.0699241","-1.3170963","-1.1567562","-1.7961353","-1.3221876","-1.1145069","-0.5843626","-1.5155016","-0.8289188","-0.9097408","-0.6290882","-1.0251884","-0.9902175","-0.9919877","-0.1202560","-1.2862471","-1.2099413","-0.3847574","-0.9112275","-1.3250151","-1.1405679","-1.0195934","-1.0784427","-1.0260903","-0.8801770","-1.4075265","-1.5221975","-0.6498086","-1.1383927","-1.0744030","-0.6680475","-0.9851921","-0.4446446","-1.4993028","-0.9743686","-1.2427433","-1.4806511","-0.5818558","-1.2894212","-0.7515816","-1.6465088","-0.5529015","-0.9389744","-1.0296657","-0.1021118","-0.2938857","-1.2130134"
"PRKCA |PKC-alpha_pS657","num","Molecular","Protein Expression","-0.97242995","-0.72480753","-1.09919937","-1.42032142"," 0.10582620","-1.53205109","-0.47287430","-0.61139003","-0.69974524","-1.22143223","-1.24906403","-0.10903117","-0.90440638","-0.66822153","-1.24454332","-1.19794956","-0.43115948","-0.82474443","-0.94148219","-0.59515072","-1.24782089","-1.25114562","-0.86190774","-0.15981785","-1.40169895","-0.63725118","-0.54237513","-0.30338405","-0.73666518","-0.86290807","-0.76767840"," 0.07493487","-0.71448381","-0.75978540"," 0.14488101","-0.34423880","-0.80746786","-0.94293334","-0.69978454","-0.65424689","-0.65510969","-0.51792648","-1.14105772","-1.19954417","-0.41283502","-0.70545535","-0.90835861","-0.63061421","-0.50842010","-0.16424450","-1.23517077","-0.66667735","-0.73243617","-0.91515243","-0.42917789","-0.80487453","-0.51644139","-1.34615069","-0.56313034","-1.07755917","-1.16272170","-0.13947989","-0.49401806","-1.21811373"
"PRKCD|PKC-delta_pS664","num","Molecular","Protein Expression","-0.742720059","-0.402877009","-0.340822396","-0.458921375","-0.420819247","-0.620292935","-0.587808924","-0.458712164","-0.537312133","-0.413863588","-0.473426970","-0.248699352","-0.429496269","-0.474134496","-0.166735872","-0.410362299","-0.360198840","-0.455154637","-0.575729222","-0.433243635","-0.576996006","-0.523806807","-0.569000015","-0.453584739","-0.598548871","-0.523868169","-0.326047691","-0.552625661","-0.361156489","-0.361666589","-0.565343562","-0.418226740","-0.550770668","-0.253705213","-0.395736809","-0.157752024","-0.456291000","-0.282538073","-0.564835223","-0.695636364","-0.635481304","-0.707214698","-0.589735459","-0.318340636","-0.530008297","-0.637606077","-0.749441827","-0.485021676","-0.444523308","-0.388946469","-0.572584309","-0.284991833","-0.602416449","-0.557942937","-0.345413924","-0.501558428","-0.603236542","-0.398366095"," 0.007295611"," 0.413217960","-0.363006636"," 0.425800537"," 0.054643813"," 0.102130414"
"PGR|PR","num","Molecular","Protein Expression","-0.84040163","-0.74312638","-0.79614472","-0.54261895","-0.84279619","-0.83004387","-0.57571190","-0.49591709","-0.75988972","-0.75120693","-0.34393787","-0.84799748","-0.87870740","-0.85809625","-0.64096801","-0.37694895","-0.73742152","-0.73081065","-0.33885764","-0.87344483","-0.66684138","-0.05360129","-0.84645126","-0.55535516","-0.68563078","-0.70827126","-0.82670859","-0.87271073","-0.71296126","-0.76018270","-0.93525620","-0.50423614","-0.91038118","-0.88708634","-0.92741193","-0.91849593","-0.84959084","-0.69552518","-0.90188061","-0.82551263","-0.80789186","-0.88107506","-0.46417422","-0.87658274","-0.68696293","-0.70405862","-0.40670486","-0.70142092","-0.82053087","-0.51005004","-0.04825841","-0.84675639","-0.57491611","-0.90139372","-0.73670508","-0.85326276","-0.87796546","-0.31600805","-0.49808246","-0.75713801","-0.70209394","-0.63434193","-0.69464404","-0.72345371"
"AKT1S1|PRAS40_pT246","num","Molecular","Protein Expression"," 0.344330542"," 0.277024119"," 0.091173035"," 0.372960918"," 0.421197913"," 0.192335087"," 0.326518185"," 0.013017211","-0.038416488"," 0.346911440"," 0.625898543"," 0.324651739"," 0.476141771"," 0.106275128"," 0.423630169"," 0.141049342"," 0.204612271"," 0.413563141"," 0.204478703"," 0.427626849"," 0.349659033"," 0.285777708"," 0.105844168"," 0.007526296"," 0.256285821"," 0.228006666"," 0.199048035"," 0.238449097"," 0.240718347"," 0.379898354"," 0.296598788"," 0.320086275"," 0.130527509"," 0.469118734"," 0.002543835"," 0.173910759"," 0.070184132"," 0.051764870"," 0.222556739"," 0.174101631"," 0.370697970"," 0.000007690"," 0.237362481"," 0.216919969"," 0.462056486"," 0.157942627"," 0.252838415"," 0.364747414"," 0.239910626"," 0.206684470"," 0.161226371"," 0.369959127"," 0.097660989"," 0.363605085"," 0.005108074"," 0.185611950"," 0.283833715"," 0.141288769"," 0.115571931","-0.106452937","-0.222580517"," 0.389372935"," 0.225050096"," 0.264793708"
"PTEN|PTEN","num","Molecular","Protein Expression"," 0.72878988"," 0.71148944"," 0.81550999"," 0.61645487"," 0.22522485"," 0.32972186"," 1.02082562"," 1.35740239"," 0.40123722"," 0.54732811","-0.26803352"," 0.59553552"," 0.62606990"," 0.51000222"," 0.29118934"," 0.20123250"," 0.64304957"," 1.19118858"," 0.54031679"," 0.41305971","-0.13873426"," 0.56350297"," 0.58974916"," 0.92274268"," 0.21269971"," 0.75791255"," 0.67966125"," 0.59873618"," 0.67574873"," 0.36210279"," 0.35496578"," 0.72059231"," 0.35234012"," 0.96796644"," 0.65146241","-0.97428829"," 0.73124179"," 0.54470057"," 0.54290880"," 1.36524973"," 0.56818956"," 0.92085218"," 0.02910465"," 0.06712606"," 0.71658486"," 1.12946244"," 0.68679790"," 0.80667637"," 0.43205452"," 0.98188200"," 0.46839204"," 0.52535376"," 1.16580847"," 0.09383385"," 0.83255733"," 0.33294842"," 0.70296055","-0.01598242"," 0.46795492"," 0.54047529"," 0.46076595"," 0.20662330"," 0.58834493","-0.29562289"
"RAD50|Rad50","num","Molecular","Protein Expression","-0.10251576"," 0.01998084","-0.87117217"," 0.61746850"," 0.38282185","-0.27953777"," 0.48997361"," 0.43448421","-0.11177586"," 0.47197948"," 0.39556530"," 0.36958024"," 0.04449975"," 0.04436609"," 0.09359066"," 0.80004740"," 0.03389785"," 0.70306176"," 0.33347135"," 0.41397356"," 0.05109823","-0.12286995"," 0.16929475"," 0.48505523","-0.09885742"," 0.28402562"," 0.26400822"," 0.43610120"," 0.53929951"," 0.09448798"," 0.94535513","-0.02204907"," 0.41191972"," 0.09178034"," 0.73749284"," 0.78093778"," 0.02830146"," 0.41628420","-0.04139663","-0.04906300"," 0.15314274"," 0.09944223","-0.05311833"," 0.26700421"," 0.13321106"," 0.63755079"," 0.47726179"," 0.16062604"," 0.23851328"," 0.44365796"," 0.66457985"," 0.14616301"," 0.57151944"," 0.57855697"," 0.14390756"," 0.32535982"," 0.34514329"," 0.35517154"," 0.40241636"," 0.21681800","-0.11929672"," 0.52240665"," 0.16898018"," 0.18200710"
"RAD51|Rad51","num","Molecular","Protein Expression","-1.2234538","-1.1061050","-1.1254068","-1.1099201","-1.3684896","-1.1463114","-1.2139297","-1.0590401","-1.2137550","-1.0868619","-1.3181351","-1.2943010","-0.9207194","-1.2004986","-1.2335575","-1.2042288","-1.0164791","-1.3032962","-1.2191277","-1.4210017","-1.3605168","-1.3247819","-1.3230043","-1.2970954","-0.7254365","-1.1859419","-1.3155152","-1.2856411","-1.5200859","-1.2302245","-1.3729558","-1.3067125","-1.0094523","-1.3182980","-1.0718112","-1.4894074","-1.0300799","-1.1527783","-1.1962217","-1.3083149","-1.3895155","-1.1410204","-1.3215884","-1.3233345","-1.1704770","-1.1205706","-1.4609356","-0.7687382","-1.1452267","-1.4464434","-1.2428394","-1.1986541","-1.3841071","-1.0550567","-1.3359357","-1.0295976","-1.0600776","-1.0533668","-0.2501229","-0.7306505"," 0.2819531","-0.5385376","-0.7451994","-0.4781408"
"RB1|Rb_pS807_S811","num","Molecular","Protein Expression"," 0.110829853"," 0.643623100"," 0.224831483"," 0.157567115"," 0.422281780","-0.727254149","-0.665953467","-1.133345552"," 0.780134666"," 0.367587522"," 0.209582063"," 0.494859333","-0.370185398"," 0.468285843"," 0.133803213"," 0.846457944","-0.789603110"," 0.003997043"," 0.017629207"," 0.201015769"," 0.188180553"," 0.154754347","-0.241363709","-0.596233175","-0.631356534"," 0.377807132"," 0.347826418","-0.081802454"," 0.019587484"," 0.316633694"," 0.591567729"," 0.093874762","-0.043724476"," 0.328942163"," 0.022354192","-0.033351397","-0.072734223","-0.635176165"," 0.356190670","-0.369108791","-0.181908006","-0.460803115"," 0.289332347"," 0.344142603"," 0.003384020","-0.285035252"," 0.642187940"," 0.018105900","-0.232190767","-0.201499711"," 0.597916599"," 0.568582134","-0.077347963"," 1.006590369","-0.317839147"," 0.727396942","-0.404908135","-0.474936273"," 0.843388887"," 0.056004309","-0.059583356","-0.161578623"," 0.951863455"," 1.026183687"
"RPS6|S6","num","Molecular","Protein Expression"," 0.38499743"," 0.27336573"," 0.27614499","-0.01115310"," 0.45100442"," 0.22354532"," 0.51055652"," 1.08504211"," 0.48464489","-0.09388534"," 0.09177492"," 0.15315994","-0.06439221"," 0.77495075","-0.24809955"," 0.23406097","-0.92072009"," 0.93760658"," 1.12572429"," 0.94114858"," 0.28460167"," 0.60604751"," 0.56518590"," 0.90195771","-0.10142964"," 0.98466655"," 0.15269110"," 0.70103842"," 0.63163148"," 0.71209739"," 1.24770044"," 0.17575707"," 0.36477490"," 0.02671266"," 0.87158947"," 0.51112522","-0.53733590"," 0.93905742"," 0.60639670"," 0.05163437"," 0.53677530"," 1.19315219"," 0.90343121"," 0.84927194"," 0.18113168","-0.15985577"," 1.10217140"," 0.59649584"," 0.75263253"," 0.37785464"," 0.89082118"," 0.31669753"," 0.78691535"," 0.40885162"," 0.60643866"," 0.40360370"," 0.66220041"," 0.74640801"," 1.00464768"," 1.45691415"," 0.99570098"," 1.37126795"," 1.79315402"," 1.11199384"
"RPS6|S6_pS235_S236","num","Molecular","Protein Expression"," 0.73083898","-0.78693945","-0.58308575","-1.77957623"," 0.11565846"," 0.47080442"," 0.13705858","-0.40011462","-0.96744307","-1.40160276","-0.19806708","-0.68518240"," 0.75182649","-1.29701244","-1.46847168","-0.07973873","-0.51134675"," 0.24394859"," 0.66108837"," 0.16078743"," 0.08381054","-0.30160368"," 0.30085536","-0.23329584","-1.78719301","-0.56769399","-1.24382173","-0.48254348","-0.59107884","-0.81944576","-0.39578697"," 0.35717710"," 0.08115254"," 0.26124409"," 0.18460926","-0.37740139","-0.52221919","-1.72463662","-0.06122674","-1.89469605"," 0.81741303"," 0.66602241"," 0.16358860","-0.73649190"," 0.39411462","-0.90323451","-0.79703881","-0.76963404","-0.14306136","-1.20806189","-0.78161794","-1.38203683","-1.02122877","-0.72228338","-0.32590269","-1.52096251","-0.12846066","-1.68481024","-1.29350496","-1.15211461","-0.71920427","-1.69228301","-1.49570094","-0.05113457"
"RPS6|S6_pS240_S244","num","Molecular","Protein Expression"," 0.83804923","-0.55265524","-0.73729088","-1.28035662"," 0.56012741"," 0.65070680"," 0.36357982","-0.46239946","-1.01232758","-0.61171008","-0.07622588","-0.56078166"," 0.70004541","-1.24568217","-1.31287907","-0.14695355","-0.66231254"," 0.05808035"," 0.51378689"," 0.34837768"," 0.24144167","-0.40312566"," 0.32640652","-0.11894490","-1.44186584","-0.27614405","-1.10641960","-0.43093277","-0.83077205","-0.62822545","-0.35641441"," 0.12303416"," 0.59772813"," 0.64416705"," 0.56775213","-0.14500038","-0.42044213","-1.43105898"," 0.01097009","-1.81811403"," 0.68080812"," 1.02251589"," 0.58929792","-0.66569608"," 0.39633624","-1.01146913","-0.60965293","-0.23569377","-0.17368701","-1.03973214","-0.51877126","-1.24993443","-0.41930931","-0.60497474","-0.12496259","-1.19411584","-0.03927711","-1.15470256","-1.76580012","-2.05629603","-0.61030332","-1.94635285","-1.77246441","-0.81479718"
"SHC1|Shc_pY317","num","Molecular","Protein Expression","-1.936588","-2.050449","-1.972713","-2.146944","-1.656036","-2.222376","-2.143776","-2.351719","-2.073626","-2.338938","-1.851040","-2.162486","-1.928638","-2.316669","-2.164337","-1.923731","-1.968557","-1.940704","-2.316652","-2.141251","-1.773595","-2.384157","-2.200022","-2.240625","-2.010614","-2.172449","-2.135204","-2.197096","-1.875734","-1.945057","-2.267564","-2.128703","-2.138408","-2.186178","-2.116392","-1.910403","-1.963808","-2.168344","-2.190869","-2.248263","-1.799724","-2.126508","-2.183805","-2.171229","-2.093056","-2.310222","-2.256986","-2.094361","-2.188388","-2.119802","-2.627028","-2.339672","-2.523279","-2.173397","-2.303195","-2.081080","-2.200255","-2.194870","-2.084295","-2.468173","-2.158240","-2.171766","-2.140174","-2.089798"
"SMAD1|Smad1","num","Molecular","Protein Expression"," 0.12922615"," 0.37253518"," 0.22115585","-0.02716518"," 0.99485281"," 0.32237332"," 0.09233183"," 0.22076978"," 0.26752091","-0.18600438"," 0.14851206"," 0.80221286"," 0.11903598"," 0.49967957"," 0.52559139"," 0.96734925"," 0.08240609"," 0.20155678"," 0.72032674"," 0.22731251"," 0.01016235"," 0.15850246"," 0.56084903"," 0.42528959"," 0.06880260"," 0.49687304"," 0.44883426"," 0.55001780","-0.05105469"," 0.44977327"," 0.43857062"," 0.11871209"," 0.69180451"," 0.31787925"," 0.42086554"," 0.73695152"," 0.90753353"," 0.47707269"," 0.56816723"," 0.28589204"," 0.14219362"," 0.52182251","-0.05529965"," 0.03579664"," 0.34505123"," 0.20519023"," 0.46643495"," 0.09982999"," 0.08393930"," 0.50521677","-0.23233036"," 0.17911717","-0.08148731"," 0.37181614"," 0.03632868"," 0.21512659"," 0.20780335"," 0.36515173"," 0.95046553"," 2.33371498"," 0.97815259"," 0.82640531"," 0.99526024"," 0.24241355"
"SMAD3|Smad3","num","Molecular","Protein Expression","0.561629004","0.708066061","1.500979541","0.524690311","0.430108491","0.418899513","0.725223280","0.581173510","0.504830438","0.399482994","0.779122146","0.786799362","0.588207417","0.605951056","0.467040405","0.403736968","0.703243996","0.315224821","0.422454638","0.317595580","0.535477799","0.585939912","0.416215523","0.728500655","0.453152374","0.008639282","0.346185166","0.186363311","0.585074956","0.318771910","0.967093413","0.754160280","0.508128071","0.270119567","0.289470127","0.301795180","0.099488919","0.479174328","0.487439490","0.370549522","0.248326470","0.638312851","0.161982467","0.210047875","0.332594444","0.538834739","0.277787252","0.619974383","0.285434413","0.586306753","0.125545887","0.540942377","0.217362837","0.615198586","0.153575349","0.417816577","0.602866053","0.611907687","0.910541782","0.775480501","0.454093229","0.610354455","0.838405768","0.745526732"
"SMAD4|Smad4","num","Molecular","Protein Expression","-1.2450483","-1.1428382","-0.7929335","-1.1431073","-1.2727666","-0.9913312","-1.2371099","-1.1777647","-1.1681361","-1.2010044","-1.0563308","-1.1823608","-0.7635433","-1.0997299","-1.0490299","-1.0471656","-0.9770657","-1.0080044","-1.2864813","-1.2400011","-1.2040442","-1.2240824","-1.1722237","-1.0438225","-1.0652218","-1.2206686","-1.2172640","-1.4311883","-1.2727666","-1.1316277","-1.2490130","-1.0957132","-1.3208919","-1.3374354","-1.1119971","-1.2418877","-1.1685489","-1.1139661","-1.2426777","-1.2727666","-1.2930885","-1.1174985","-1.2203469","-1.5121382","-1.1470626","-1.0218444","-1.2758448","-1.0593909","-1.2602457","-1.1919092","-1.3188136","-1.1664422","-1.2380127","-1.2164429","-1.2864011","-1.0627913","-1.1817292","-1.0722184","-0.7941221","-0.6749724","-1.1376401","-0.7798384","-0.7805184","-0.8778750"
"SRC|Src","num","Molecular","Protein Expression","-0.9107260","-0.5446009","-0.8113283","-0.3414063","-1.4397389","-0.3931541","-1.0493696","-0.9610202","-0.8960492","-1.1075329","-0.9800511","-1.0420714","-0.5405488","-0.8230295","-1.1434646","-1.2895202","-0.5867465","-1.4681245","-1.3450535","-1.5745321","-0.9903633","-1.2074064","-1.0846549","-0.7616018","-0.3536252","-0.9813120","-1.5082579","-1.2254853","-0.9911897","-1.2576812","-1.0155166","-0.8464491","-1.6022024","-1.2600595","-0.9197862","-1.4060809","-0.3868510","-0.5779162","-0.9721819","-0.8326170","-0.9474514","-0.7765302","-1.3056815","-0.6962716","-0.9493459","-0.5254223","-0.9379777","-0.6458577","-0.7372570","-1.0370391","-1.4602705","-0.8714587","-1.7483238","-1.4742519","-0.9968411","-0.4137822","-0.8730809","-0.6880158","-0.7326166","-1.1873334","-0.7038091","-0.9297992","-1.0165585","-0.7142833"
"SRC|Src_pY416","num","Molecular","Protein Expression","-0.260176966","-0.054333241"," 0.405654284"," 0.299971736","-0.103064183"," 0.049832155","-0.143471232","-0.312512150","-0.156158831","-0.030288282"," 0.062112440","-0.292417394"," 0.053261422","-0.257941844","-0.033034703","-0.083451098","-0.344782498","-0.148905308","-0.389248004","-0.217611818"," 0.079278633","-0.005447862","-0.062615440","-0.167585559"," 0.019232713","-0.227045325","-0.384578891","-0.151918713"," 0.431746840","-0.052050059","-0.012957408","-0.099858073","-0.218935565","-0.104501648","-0.163405562","-0.221750480"," 0.169530229","-0.296489796"," 0.252922717","-0.281298312"," 0.136155237","-0.370734175"," 0.039542176","-0.004905685"," 0.024478624","-0.015369956"," 0.069332226"," 0.022563014","-0.208034974"," 0.167585821","-0.037676519","-0.174883998"," 0.047885694","-0.350058895","-0.079578960","-0.325325144","-0.197846706","-0.084644825"," 0.108035270","-0.179495257","-0.871684016","-0.289017875"," 0.130069272","-0.051307073"
"SRC|Src_pY527","num","Molecular","Protein Expression"," 0.07949628","-0.06634317"," 0.58664396"," 0.17067589"," 0.37350056"," 0.16627242","-0.02470062","-1.10542991","-0.76934633","-0.22847143","-0.11732525","-1.15180102"," 0.33247030","-0.62742913","-0.12658057","-0.28292988"," 0.58852369","-0.51105360","-0.87594631","-0.74558941"," 0.01596276","-0.67740801","-0.52366276","-0.84486009","-0.24619498","-0.18347751","-0.84060726","-0.18485985","-0.06627733","-0.23765741","-0.48698402","-0.25061251","-0.04700547","-0.32252309","-0.25583452","-0.83893869"," 0.21652510","-0.86085899","-0.95430659","-1.81202969","-0.53328557","-0.18880813","-0.24141714","-0.42369251","-0.19752423"," 0.01641466"," 0.06863894","-0.07726591","-1.20767849","-0.11099256","-0.58424249","-0.61238929","-0.04824340","-0.48209834","-0.61617767"," 0.02826518","-0.26445264","-0.97467676","-0.76380065","-0.27140606","-1.38979235","-0.51635455","-0.44937778","-0.64337737"
"STAT3|STAT3_pY705","num","Molecular","Protein Expression"," 0.082897655"," 0.373014336","-0.448090331"," 0.438339091"," 0.397090259"," 0.174994691"," 0.325093556"," 0.004924972"," 0.307391278","-0.086704936"," 0.705343992"," 0.151693624"," 0.349151807","-0.224247097"," 0.106432144"," 1.035380883"," 1.103162215"," 0.827979109"," 0.427709027"," 0.018637642"," 0.265986368"," 0.087952379","-0.069855572"," 0.346825196"," 0.214683372","-0.384284479","-0.119414489","-0.150429416"," 0.605984963"," 0.273514070","-0.209132425"," 0.949766808"," 0.313146283"," 0.345576240"," 0.394384614"," 0.414240466"," 0.302356347","-0.036947961"," 0.195521443","-0.255147154"," 0.355269385"," 0.275341502"," 0.045345226"," 0.033176955"," 0.471788112"," 0.587261321"," 0.327627812"," 0.284695486"," 0.153597351"," 0.541314570"," 0.135208279"," 0.336429513","-0.026822904"," 0.333235219"," 0.135183567"," 0.050362916"," 0.110128127"," 0.272119496"," 0.421125070"," 0.260845231","-0.138155052","-0.457717688","-0.022561301"," 0.241937003"
"STAT5A|STAT5-alpha","num","Molecular","Protein Expression"," 1.5445686"," 1.7358573","-0.5142633"," 0.8998552"," 0.2546316"," 0.3663008"," 1.3134030"," 2.1628749"," 1.8681554"," 1.3265803"," 1.0303480"," 1.2738334"," 0.2660641"," 0.3554350"," 2.6709850"," 1.7202058"," 1.7376027"," 1.6525970"," 1.6367258"," 1.5034964"," 0.5711158"," 1.5673183"," 1.7695409"," 1.7671599"," 0.9015863"," 1.1307615"," 1.7369386"," 1.2905602"," 2.9332887"," 1.8528858"," 1.1091722"," 2.5105840"," 1.2198690"," 2.3920911"," 2.3403812"," 1.1239470"," 1.3889819"," 1.3548471"," 1.8479190"," 1.4651893"," 1.7714474"," 0.9621507"," 1.2539229"," 2.8154033"," 1.4804050"," 1.3465064"," 1.9515284"," 1.7919110"," 1.4049301"," 2.1216009"," 2.1133467"," 2.2726303"," 1.2316931"," 1.4323117"," 1.1866495"," 1.3365862"," 1.5750196"," 1.5247387"," 2.1063375"," 2.5519541"," 1.9933650"," 1.4787037"," 3.3910545"," 1.4019121"
"STMN1|Stathmin","num","Molecular","Protein Expression","-0.452586212","-0.175894151"," 0.340861088","-0.129846595","-0.396424730"," 0.293446139","-0.398254286","-0.389761491","-0.367327148","-0.206414314","-0.353997909","-0.420471132","-0.195616557","-0.036465904","-0.349316805","-0.413354432","-0.267655300","-0.457768036","-0.505991057","-0.534527971","-0.554683797","-0.425727489","-0.169030114"," 0.386440987"," 0.160546871","-0.248533283","-0.109616533","-0.604867996","-0.604294631","-0.321105195","-0.407359851","-0.128234070","-0.434630056","-0.579266597","-0.444175227","-0.643856669","-0.360015270","-0.049636937","-0.238489611","-0.011254944","-0.412005238","-0.384879908","-0.245152145","-0.515434452","-0.205123744","-0.468950954","-0.494241405","-0.216365685","-0.255147185","-0.532469981","-0.482120665","-0.489871379","-0.488639836","-0.406136860","-0.231672530","-0.089680340","-0.231919050","-0.178600306","-0.006723921","-0.178069437"," 0.192781895","-0.196047041","-0.234113048","-0.378935312"
"SYK|Syk","num","Molecular","Protein Expression","2.041044","2.759606","2.776056","2.351816","3.814869","2.140611","2.555752","3.999671","2.804534","1.367321","3.042875","3.006799","2.218364","2.712907","2.613818","3.025946","1.716540","3.663759","2.024581","2.005133","2.319615","2.136318","3.081348","2.196208","1.819435","2.292850","2.600398","2.219662","2.554990","2.695314","2.153326","2.540114","3.820170","3.305765","3.644997","2.474426","2.989827","2.244349","2.824435","3.043314","2.634791","2.617819","2.698317","3.553567","2.301717","2.662794","2.898892","1.353293","1.601281","2.343554","1.417606","1.580286","2.515223","3.193982","2.343797","3.715484","2.270642","2.788997","2.564962","3.428369","2.325338","2.478085","1.826048","2.056080"
