"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"ZNF248_GeneExp","num","Molecular","Gene Expression Microarray",0.0883333333,1.154,0.2378333333,1.7061666667,-0.2058333333,0.4268333333,-0.1581666667,0.3646666667,0.7055,1.0148333333,0.3943333333,0.3893333333,2.5376666667,-0.156,-0.0556666667,0.6453333333,-0.571,-0.2013333333,0.2548333333,0.065,1.1095,0.8258333333,0.183,2.3411666667,0.4316666667,-0.2578333333,0.7178333333,-0.2978333333,0.4113333333,0.4511666667,-0.604,-0.4906666667,0.803,1.2266666667,0.8443333333,0.0006666667,0.5975,2.2998333333,0.8501666667,0.0105,0.5685,3.1816666667,1.4911666667,0.5168333333,0.0823333333,0.1593333333,1.2505,0.908,1.016,-0.2553333333,0.877,0.2566666667,0.352,-0.4641666667,-0.1436666667,0.1643333333,-0.1105,0.2601666667,0.8926666667,1.012,0.3968333333,0.9538333333,1.6536666667,1.1771666667,1.2798333333,0.254,0.4088333333,1.2901666667,-0.25,0.0113333333,0.2393333333,0.1873333333,1.0691666667,-0.0983333333,-0.7035,-0.0385,0.3453333333,0.5673333333,0.2141666667,1.4411666667,-0.213,1.6498333333,1.489,-0.2313333333,0.35,1.3686666667,0.5305,0.9,0.224,-0.1973333333,1.2003333333
"PELP1_GeneExp","num","Molecular","Gene Expression Microarray",-0.444333333,0.2595,-0.652333333,-0.455833333,-1.219333333,-0.829166667,0.1315,-0.9345,-0.190166667,-0.056166667,-0.1005,-0.941166667,-0.330833333,-1.099333333,-0.7895,0.307,-1.017833333,-0.601166667,-0.8285,0.234,-0.755,-0.9755,-0.500666667,0.094333333,-0.403833333,-0.332666667,0.377333333,-0.630833333,-0.073333333,-0.944166667,-0.2295,-0.613166667,-0.21,-0.2915,-0.516666667,-0.332333333,-0.791166667,-0.224833333,-0.73,-0.078166667,-0.585333333,-0.265166667,-0.754166667,-0.532,-0.388166667,-0.344333333,-0.728666667,-0.469333333,-0.198833333,-0.507,-0.294166667,-0.758,-0.273166667,-0.9275,-0.715333333,-0.452833333,-1.2115,-0.6775,-0.1325,-0.348333333,-0.894166667,-0.105333333,0.5215,-0.877666667,-0.279833333,-0.638833333,-0.6615,-0.0515,0.003166667,0.725166667,-0.967333333,0.0765,0.606333333,-0.466833333,-0.025166667,-0.329333333,-0.813833333,-0.907,-1.410666667,-0.622666667,-0.186833333,-2.185166667,-1.335333333,-1.326333333,-0.692166667,-0.397333333,-0.718166667,0.345,-0.689,-0.819,-0.615833333
"MBL2_GeneExp","num","Molecular","Gene Expression Microarray",-3.2576667,-3.3675,-2.321,-2.3221667,-3.272,-2.6608333,-2.9618333,-3.3966667,-3.0705,-1.4246,-3.3361667,-3.089,-2.9701667,-2.772,-2.3518333,-3.3702,-3.0733333,-3.1698333,-3.259,-2.7928333,-2.9185,-2.2263333,-2.6998333,-2.49,-1.5743333,-2.3001667,-2.3563333,-2.3986667,-2.3591667,-1.3924,-2.2644,-1.3726667,-2.3783333,-2.3023333,-2.152,-2.2468,-1.844,-1.5516,-2.1651667,-2.5623333,-1.6503333,-2.2443333,-2.4531667,-1.6176667,-1.7775,-2.0751667,-2.4828333,-2.6751667,-0.1686667,-2.311,-1.6494,-2.3285,-3.118,-3.8103333,-2.9525,-2.4626667,-3.4018333,-3.725,-3.1141667,-3.3804,-2.4405,-3.0061667,-3.7285,-1.6525,-3.2393333,-2.8763333,-3.5498,-2.794,-3.5825,-2.8551667,-3.4648333,-2.818,-2.277,-3.0103333,-2.7956667,-3.5968333,-2.0308333,-0.8178333,-1.6658333,-1.7808333,-1.7665,-3,-1.6633333,-2.76,-2.9286667,-3.4531667,-3.1295,-2.8683333,-3.4886667,-2.6905,-3.4098333
"RNF41_GeneExp","num","Molecular","Gene Expression Microarray",1.267625,0.506875,0.518,0.627375,0.84275,1.334125,1.14825,0.333125,1.493625,0.217625,1.64425,0.390375,0.584125,0.889,0.965125,1.50475,0.9365,-0.42575,0.446875,0.30325,-0.487125,0.70525,0.9495,0.56025,-0.031625,1.464,0.28325,0.691875,0.095375,0.54925,0.614,0.37975,0.42625,1.207375,1.016125,0.39475,0.754875,-0.411625,0.1855,1.228875,0.85975,0.637875,0.511375,0.9645,0.349625,1.228875,0.469875,0.951875,0.954375,1.098875,0.71625,0.137,0.91175,0.88075,1.092,1.2485,0.494375,0.851125,1.67875,1.50475,0.942125,0.920375,0.42875,1.04575,1.042125,0.545625,0.80975,0.880875,1.6095,1.173875,-0.177625,1.58125,1.222875,0.519625,0.8,0.1355,0.460125,0.604625,0.30275,0.436375,0.6025,1.267875,1.058125,0.07175,0.7205,1.2055,0.568875,0.84325,0.8645,1.11975,0.14675
"C5orf24_GeneExp","num","Molecular","Gene Expression Microarray",1.123375,0.68325,1.71675,0.456375,0.197875,-0.330875,0.1475,0.309,0.34325,0.545125,0.454375,0.1915,0.346875,1.388,-0.548,-0.1565,0.209875,0.3265,-0.182875,0.469625,0.791875,0.383875,-0.012625,-0.2425,0.538875,0.5155,0.487375,1.800375,1.944875,0.758,1.093,0.323875,0.607375,1.733375,1.09025,1.401875,0.9915,0.22725,1.1445,0.178,0.604875,0.113625,0.327,0.603625,0.50275,0.419375,-0.53475,0.6835,0.481625,0.7235,0.02875,0.784625,0.517125,1.9115,0.591,0.381,0.228,1.369875,1.120875,0.89125,-0.528,0.1565,0.298625,-0.1731429,0.31575,0.22075,0.723125,-0.0805,0.561125,-0.19875,0.1285,0.55475,0.473625,0.915125,0.608125,0.651,0.77025,0.50625,1.2965,0.7115,1.068125,1.327875,0.272375,0.9215,-0.85825,0.5915,0.76175,-0.35625,0.50175,1.047625,0.104
"THOC5_GeneExp","num","Molecular","Gene Expression Microarray",-1.052,-0.090625,-0.373,-0.658125,-0.45825,-1.08625,0.004875,-1.139625,0.03625,0.5011429,-0.99775,-0.689875,-0.653625,-0.622375,-0.78375,-0.13675,-0.7185,-1.0055,-0.33675,-0.268125,-0.32075,-0.617875,-0.060875,-0.51375,-0.508125,-0.0525,0.480125,-1.287375,-0.45025,-1.010625,-0.06725,-1.491875,-0.812875,0.101375,-1.5184286,-0.1095714,-0.27975,-0.562625,-1.035875,-0.856,-0.171625,-0.793375,-1.161125,-1.07725,-0.255875,-0.706375,-0.5485714,0.0205,-0.501875,-0.538875,-0.82725,-0.385375,-0.939125,-0.365875,-0.771875,-0.07175,-0.831375,-0.734,-0.903375,-0.24975,-1.19775,-1.02375,-0.579,-0.009,0.021,-0.884,-0.831625,-0.197,0.450125,-0.10125,-0.852125,-0.410875,-0.297875,-1.05,-0.908125,-1.282125,-1.20875,-0.494,-0.76775,-1.252125,-1.128125,-1.2158571,-1.423625,-0.67925,-0.49075,-1.12525,0.4105,-0.151375,-0.9935,-0.965375,-1.158
"SERINC3_GeneExp","num","Molecular","Gene Expression Microarray",-0.145166667,0.120583333,-0.56525,-1.022583333,-0.182166667,-0.068666667,-0.981333333,-0.331,-0.128916667,-0.864666667,-0.416083333,0.168,0.27575,0.530583333,-0.096,0.072583333,0.074,0.00325,-1.317833333,-1.179166667,0.01125,-0.812416667,-0.152166667,0.3745,0.136416667,-0.00625,0.120833333,-0.469333333,-0.648333333,0.121,0.07775,-0.19975,-0.06275,-0.525583333,0.031083333,-0.786333333,0.567666667,0.317916667,0.147583333,-0.479166667,-0.110166667,0.449916667,0.65325,0.293416667,0.182583333,0.675416667,0.372,0.21075,0.225166667,0.3415,-0.277583333,1.049583333,0.115333333,-0.01575,-0.226416667,0.461083333,-0.08925,0.883166667,-0.056166667,-0.46575,0.361916667,-0.260833333,-0.0745,-1.195416667,-0.317166667,0.544833333,-0.346916667,0.59525,-0.930416667,0.643666667,0.143666667,0.13075,0.252333333,-0.051416667,-0.034083333,-0.007416667,0.332333333,-0.75075,-0.091666667,-0.033916667,0.139333333,-0.342,0.4115,0.15675,0.068916667,-0.407666667,0.0475,0.432,0.497666667,0.695,0.607916667
"RP11-151A6.2_GeneExp","num","Molecular","Gene Expression Microarray",0.1685,3.37575,0.91275,0.46675,1.29275,1.5385,1.6835,1.65025,0.976,-0.283,-0.83475,1.47775,2.354,0.9855,0.7905,1.12275,1.30625,-0.11825,1.1655,-0.3615,1.70725,0.46925,0.12225,0.39025,1.15025,0.47425,0.8575,0.86425,-0.6045,0.557,0.99225,-0.959,0.53775,3.24925,2.378,2.23,2.3525,0.38375,0.585,-0.0225,1.60675,0.3215,2.27625,0.43875,0.871,1.5595,0.8255,0.04375,0.66375,0.95725,0.64225,1.35,0.486,2.70225,1.3365,0.8895,1.41225,0.6685,2.33625,-0.05975,0.7265,2.002,0.672,1.18875,1.1085,0.92875,0.50475,0.0715,-0.32025,0.38525,1.9725,0.8015,0.793,1.799,1.184,1.83375,0.48275,2.24025,1.15625,1.93375,1.5535,2.498,1.64,1.32125,1.64,0.08225,2.407,-0.089,1.9085,0.88775,1.60875
"CDCP2_GeneExp","num","Molecular","Gene Expression Microarray",0.15,0.70975,-0.46675,0.118,0.06825,0.1135,-0.0555,-0.084,0.2465,0.01125,-0.02025,-0.1265,-0.10975,-0.3625,-0.386,-0.093,-0.18225,0.1145,-0.287,0.07575,-0.11975,0.26575,-0.04025,-0.06475,0.1175,0.124,-0.14775,0.063,-0.02575,0.02775,-0.29225,0.488,-0.303,0.0675,0.0775,-0.14175,-0.137,-0.01566667,-0.106,-0.48175,-0.1075,-0.557,-0.1695,0.328,-0.10675,0.35725,0.072,-0.0965,-0.0855,0.099,0.53125,-0.1425,-0.118,-0.54725,0.33425,-0.02275,0.0375,-0.042,0.08575,0.358,-0.41366667,-0.31975,0.06775,-0.944,0.11033333,-0.322,-0.047,-0.11875,-0.44425,0.0155,-0.35875,-0.192,-0.025,-0.67175,-0.40875,-0.1255,-0.09975,-0.84275,-0.07125,-0.18325,-0.945,-0.19875,-0.01275,0.201,-0.67075,-0.29675,-0.1085,-0.15425,0.29425,-1.2595,0.12225
"HIST1H2AA_GeneExp","num","Molecular","Gene Expression Microarray",-0.45825,-0.175,0.1505,-0.00275,0.00325,0.641,0.04175,0.00925,0.487,0.895,-0.07875,0.5425,-0.101,-0.26825,-0.03875,-0.53375,-0.81275,0.046,-0.16525,0.207,0.395,1.17925,0.227,0.11575,0.03425,0.07125,-0.04075,-0.1845,0.11475,0.05875,0.29925,0.49375,-0.111,-0.0575,0.11425,0.13525,0.10875,0.525,0.177,0.09625,-0.32275,0.11175,0.0645,1.019,0.6095,0.36875,-0.02625,0.239,0.10925,0.14825,-0.2665,-0.16775,-0.16525,-0.23975,-0.1375,0.372,0.015,-0.3355,-0.1795,0.6285,0.116,0.04975,0.977,0.75275,0.748,-0.08175,-0.0295,0.20775,-0.156,0.567,0.701,-0.43575,0.1145,0.5795,0.2255,0.06225,0.49475,0.8365,0.44375,0.4755,-0.31525,1.05375,0.18575,0.52525,0.14025,0.126,0.4805,-0.2165,1.22175,-0.06175,-0.10075
"C11orf75_GeneExp","num","Molecular","Gene Expression Microarray",-0.04966667,0.82783333,1.0365,-0.27466667,0.11933333,0.82433333,0.57383333,1.04483333,-0.57433333,1.46983333,-0.53183333,0.37733333,0.56766667,-0.17816667,0.096,-0.30233333,0.83133333,0.9355,0.74333333,1.03933333,0.2445,-0.0915,-0.03383333,0.35916667,1.22883333,-0.34816667,0.75866667,0.33,0.85566667,0.51783333,-0.72833333,0.06266667,0.21383333,0.28116667,0.44,0.50666667,1.57616667,1.23116667,-0.09266667,-0.90583333,0.08533333,-0.31116667,0.045,-1.18433333,0.8185,0.87233333,0.40333333,0.31066667,0.24816667,0.54266667,0.53733333,0.447,0.33833333,0.51983333,0.87366667,-0.46166667,0.41616667,-0.361,-0.67333333,-0.73416667,0.51816667,-0.5785,-1.00733333,0.35766667,0.412,0.6885,0.33733333,-0.0995,-0.58116667,0.54316667,0.50616667,-0.074,-0.1855,0.58583333,0.11866667,0.23833333,0.12033333,0.5135,1.835,0.89283333,0.869,0.39133333,0.55766667,0.3365,0.39966667,-1.166,0.88483333,0.28833333,0.994,-0.88516667,0.83966667
"FKBP7_GeneExp","num","Molecular","Gene Expression Microarray",-0.76725,-0.069,0.80775,-0.23825,-0.756,-0.064,-0.7625,-0.046,-0.51675,-1.0295,-1.96675,-0.50075,-0.90325,-0.32025,-0.63375,0.732,0.16375,0.0535,-0.9385,-0.35525,-0.2625,0.67825,0.30575,-1.068,-0.2845,-0.615,1.4035,-0.109,-1.274,-0.4225,-0.46875,-1.364,-0.6795,-0.23525,-0.18375,-0.06,-0.7805,-0.12125,0.0625,0.0435,-0.0195,-0.12725,-0.60525,-0.812,0.402,-0.45325,-0.52925,0.482,0.45725,-0.45075,0.135,-0.60875,0.82975,0.0475,1.4615,-0.5285,0.0435,-1.1925,-0.8705,0.82375,0.15725,0.47675,0.54,3.11675,-0.255,1.424,-1.71975,-1.46175,-0.1045,-0.548,-1.57025,-0.9885,-0.599,0.68275,-0.08025,0.65625,-0.24675,0.097,1.7095,0.90125,-0.15825,1.1215,0.494,-0.144,-0.39825,0.90375,0.6915,-0.831,0.36125,-1.08775,0.1365
"DDOST_GeneExp","num","Molecular","Gene Expression Microarray",-0.852,0.139,-0.7095,-0.25325,-1.0215,0.26725,-0.65775,-0.645,-0.01975,-0.99625,-0.22375,-0.192,-0.27625,-0.6655,-0.181,0.34375,-0.49225,-0.911,-0.5245,0.993,-0.67175,0.9635,0.31525,-0.259,-0.16025,-0.54,0.63425,-0.2045,-0.554,-0.00225,-0.45925,-0.829,-1.32925,-0.85975,0.054,-0.06025,0.638,-0.44675,-0.05175,1.14825,-0.1485,-0.51975,-0.94075,-0.3965,0.04425,0.2465,-0.13175,0.85875,0.3265,-0.79725,-0.41025,0.3415,-0.7125,-0.634,-0.7915,-0.73525,-0.464,-0.4475,-0.0725,-0.38125,-0.15425,0.052,-0.4435,-0.363,0.02475,-0.196,0.12225,-0.51675,0.16825,-0.004,0.13975,0.06625,0.791,-0.269,-0.70075,-1.14325,-0.10475,0.22425,-0.31475,-0.2665,-0.299,-0.46275,0.51275,0.48275,-0.2125,0.2755,0.20125,-0.15175,-0.49725,-0.0325,0.2245
"GPNMB_GeneExp","num","Molecular","Gene Expression Microarray",-1.21016667,-0.42783333,0.8145,-1.108,0.599,-0.38316667,-1.70766667,-0.88033333,-1.256,-1.84933333,-2.94183333,-0.03066667,-2.76633333,0.78416667,-0.32166667,-1.62233333,1.42383333,2.52716667,0.31233333,-0.20633333,0.43883333,-0.4405,-0.08433333,0.05616667,-1.021,-1.9335,1.2665,1.664,-0.8475,0.70633333,-0.564,-2.20816667,-0.72066667,0.2995,0.39333333,-0.73716667,-0.62316667,1.32466667,-1.0405,-1.58733333,0.16366667,-0.59066667,1.98933333,0.6635,1.59783333,-0.82883333,1.9155,-0.96683333,-1.671,1.72983333,-0.0625,0.506,2.08883333,2.5565,2.30083333,0.59883333,1.09816667,-0.22633333,-3.05766667,-2.70833333,1.53916667,-0.35233333,-3.00866667,0.16716667,0.64466667,1.31983333,0.29166667,4.1475,-0.8725,-0.52133333,-0.45966667,0.9265,0.973,1.4885,0.4135,1.142,-0.72316667,0.47916667,3.7945,1.7855,1.43166667,1.44833333,-2.973,-0.0445,0.94316667,-1.4185,1.99783333,-0.55966667,-1.09983333,0.03883333,0.82533333
"TTF2_GeneExp","num","Molecular","Gene Expression Microarray",-0.93066667,-1.2715,-1.4,-1.39166667,-1.06333333,-0.5485,-1.7105,-0.42333333,-0.68133333,-0.05316667,-0.305,-0.56666667,-1.3335,-1.4715,-0.53483333,-0.43983333,-1.43033333,-0.41333333,-0.41316667,-1.142,-0.7495,-0.78533333,-0.03966667,-0.636,-0.50966667,-1.24633333,-0.8865,-0.81083333,-0.62583333,-0.8755,0.20483333,-0.72033333,-2.312,-1.3075,-0.34066667,-0.58083333,-1.16633333,-0.1465,-0.32866667,-0.62733333,-1.75333333,-1.06116667,-0.94766667,-0.9755,-0.796,-0.9645,-0.53033333,-0.55883333,-0.3515,-1.12933333,-1.55766667,-0.9825,-0.72983333,-1.639,-1.28316667,-0.86733333,-0.30566667,-0.93083333,-1.60583333,-1.40883333,-0.91033333,-2.00166667,-1.65183333,-0.80166667,-1.24566667,-1.063,-0.981,-0.82683333,-0.813,-0.96216667,-1.12783333,-0.49133333,-0.47633333,-1.38133333,-1.71216667,-2.17283333,-1.48266667,-0.5735,-0.92216667,-0.458,-1.115,-1.753,-0.776,-0.04216667,-0.088,-0.822,-1.23383333,0.52016667,-0.082,-0.16,-0.57566667
"KCNT1_GeneExp","num","Molecular","Gene Expression Microarray",0.734666667,0.477833333,0.128833333,0.171,0.362833333,0.122166667,0.473666667,0.081333333,-0.0135,0.083333333,0.603666667,0.126333333,-0.1744,0.173166667,0.167833333,-0.0875,0.023333333,0.364166667,0.5435,0.430666667,-0.023,0.394166667,0.203666667,0.102333333,0.261666667,0.100333333,0.326666667,0.157166667,0.349833333,0.138333333,0.399166667,0.641,0.118333333,-0.204833333,-0.346166667,0.391666667,0.111666667,0.032166667,0.131666667,0.1615,-0.173166667,0.0732,0.080833333,0.006166667,0.239166667,-0.003833333,-0.048666667,0.215166667,-0.114666667,0.057833333,0.155166667,0.462666667,-0.111166667,0.1684,0.211666667,-0.014333333,0.561833333,0.081666667,0.405333333,0.362166667,0.596666667,-0.545666667,0.256666667,0.7122,0.098666667,0.384833333,-0.036833333,0.255166667,-0.0895,0.203166667,0.311666667,-0.095333333,0.473333333,0.048666667,-0.004666667,0.048666667,0.0825,0.378833333,0.259,0.5365,0.543,-0.334,0.185666667,0.195833333,0.368166667,0.215833333,0.206166667,0.283833333,0.213833333,0.695166667,0.760333333
"SLC39A14_GeneExp","num","Molecular","Gene Expression Microarray",-1.500625,-1.445875,0.324,-1.666875,-0.463875,-0.3745,-1.4195,-1.086,-0.278375,-0.965125,-0.045125,0.397375,0.54475,-0.53875,0.23225,-1.04975,-1.01575,-0.644875,-0.9195,-1.30225,-0.975125,-0.82325,-0.75875,-0.85725,0.156125,-0.11375,-1.255375,-0.88175,-0.9255,-0.494625,-0.79475,-0.86975,-1.266375,-0.932125,-0.940375,-1.567875,-0.76775,-1.276,-1.1875,-1.232875,-1.110375,-0.61475,-0.76425,-1.066125,-0.2915,-1.060625,-0.666875,-0.606125,-0.4425,-0.400125,-0.46625,-1.063375,0.185,-0.789875,-0.092375,-0.288625,-0.254875,-0.457375,-0.58025,-0.788125,-0.784125,-0.730625,-1.587625,-0.6164286,-0.8255,-0.374875,0.352375,-0.976125,-1.161875,0.856375,-0.930875,-0.272375,-0.926,-0.603875,-0.921625,-0.63175,-0.126875,0.204625,-0.285875,-0.43625,0.463625,-1.0157143,-0.543,-0.73,-1.575,-0.985125,-0.659125,-0.708,0.033375,-0.5885,-0.594625
"NGRN_GeneExp","num","Molecular","Gene Expression Microarray",0.4187,1.0966,-0.5951,-0.2019,-0.6566,-0.1089,0.2876,0.0378,0.0338,-0.0439,0.0297,-1.3806,1.417,-0.8307,-0.1936,1.0474,-0.6437,-0.8973,0.2769,0.1137,-0.3714,-0.3872,0.5673,0.2709,-0.0653,0.2309,-0.1726,-0.1571,-0.0377,0.2297,-0.9974,0.2237,-0.4408,-0.3185,-0.2681,-0.2151,-0.312,1.015,-0.5952,0.6547,0.2001,0.4998,-0.5569,-0.4778,-0.1593,0.5182,-0.8844,-0.1138,0.3947,-0.1938,-0.8136,-0.7299,-0.1925,0.5103,0.1098,1.0818,-0.6925,0.3056,1.1798,0.292,0.0264,-0.1262,0.8139,-0.3227,0.353,-0.1452,0.1541,0.163,0.385,-0.2846,-0.7347,-0.1197,0.1333,-0.383,-0.5854,-0.1871,-0.2109,-0.0225,0.4355,0.3037,-0.5105,-0.4595,-0.0824,-0.3705,0.4434,-0.6341,0.1502,-0.2748,0.7214,-0.2657,0.7625
"GPR137B_GeneExp","num","Molecular","Gene Expression Microarray",0.4545,-0.31025,3.286,2.22875,1.3325,1.16775,-0.2525,0.497,1.027,0.8955,1.5375,0.62075,-0.6135,1.0935,0.65275,1.58175,2.697,0.84025,1.04375,1.46425,0.31825,-1.14375,0.83925,3.33925,1.698,1.16875,2.7485,0.30825,-0.0755,0.5915,0.677,0.6725,-0.049,0.5725,-0.08875,1.1125,1.01675,1.134,2.005,2.098,1.141,-0.02425,0.55975,2.30925,1.03025,0.78775,1.90475,-0.36525,0.82225,1.32075,1.49925,1.97775,1.40925,0.19575,2.12875,0.0515,1.753,1.792,0.23075,0.09675,2.3205,2.12975,1.7015,2.001,1.09625,1.71725,0.81325,2.584,0.983,2.51525,2.0415,0.73525,0.757,1.4485,2.2855,1.83175,1.522,0.82525,1.84425,1.613,1.95525,2.12775,0.54975,0.8895,0.5335,-0.49125,1.7605,0.638,-0.0565,1.37525,0.95025
"MECP2_GeneExp","num","Molecular","Gene Expression Microarray",-0.0345,0.123875,0.661875,0.158875,0.0425,0.1435,0.919,-0.006875,-0.141875,0.814625,0.2265,0.47225,-0.41425,0.22225,0.3785,-0.492375,-0.44125,0.809,0.393125,0.282375,0.6995,0.718875,0.112375,-0.378,0.2525,0.183625,-0.42375,0.321125,0.020625,0.859125,0.429,0.00225,-0.439625,-0.411125,0.506375,0.1805,-0.567125,0.600875,1.15075,-0.581,0.52575,-0.718125,0.29825,-0.247625,-0.210125,-0.123,0.47675,-0.02925,-0.9965,0.7955,0.61475,1.18525,-0.065,1.280375,0.31975,0.11075,0.25725,0.301125,0.385,-0.769625,0.9795,0.78925,-0.132625,-0.8925,0.68475,1.158375,0.631875,0.556,1.206125,0.627875,0.5855,0.082875,-0.034875,0.224875,0.727,-0.299375,0.498875,-0.780625,0.33875,0.7975,-0.30375,-1.070375,-0.4015,-0.30225,0.610375,0.303125,0.491375,-0.007125,-0.068125,-0.410125,0.069
"PSMA1_GeneExp","num","Molecular","Gene Expression Microarray",-0.90075,-1.2305,-0.1485,0.0415,0.3645,-1.02125,-1.18725,-0.50775,-0.304,-0.918,0.46225,0.0355,-1.07975,0.08575,-1.185,-0.7275,0.406,-0.55425,-0.38275,0.17275,-0.95325,-0.3585,-0.37625,0.079,-0.1435,-0.22,-1.132,-0.21625,-0.493,-0.049,-0.488,-0.3635,-0.927,-0.6145,0.273,-0.0575,-0.13675,-0.76275,-0.728,-0.0635,0.09975,-0.78825,-1.25875,-0.32225,-0.40425,0.06175,0.072,-0.78625,-0.5755,-1,-0.5275,-1.0415,-0.61025,-1.06975,-0.58425,-1.07,-1.005,-1.3285,-0.20025,-1.10575,0.00175,-1.088,-0.5995,-0.338,-0.59225,-0.77275,-0.48625,-1.29125,-0.82125,-0.678,-1.08975,-0.766,-1.04575,-0.902,-0.00075,-0.36425,-0.38125,-0.695,0.154,-0.306,0.254,-0.427,-0.39425,-0.0025,-0.686,-0.69025,-0.8825,-0.756,-0.186,-0.55775,-0.32625
"C16orf73_GeneExp","num","Molecular","Gene Expression Microarray",-2.20425,-0.67025,-3.26,0.0795,-2.09975,-4.5175,-4.705,-5.17325,-3.32575,-4.97375,-1.40725,-5.5355,-4.4265,-5.0215,-3.70425,-2.407,-1.972,-3.33025,-3.5995,-2.85025,-3.5995,-2.2595,-3.191,-1.22625,-1.229,-5.12325,-5.44275,-2.34675,-5.15075,-3.24825,-3.654,-3.75975,-4.538,-2.76125,-3.60225,-4.00425,-4.2985,-4.0125,-1.3285,-1.3205,-4.3045,-3.38325,-3.18,-2.36475,-4.83575,-3.0435,-4.26875,-3.64975,-0.81025,-2.958,-3.5415,0.70525,-0.50775,-4.9385,-4.897,-4.034,-4.61725,-3.536,-2.5685,-4.1185,-4.2385,-5.29675,-1.4,0.12725,-5.1595,-4.67375,-5.93,-3.25,0.91775,-5.38025,-5.683,-4.84,-3.96175,-5.2295,-3.17975,-5.544,-5.06675,-3.39225,-3.55175,-2.63175,-2.55675,-2.33225,-1.2595,-3.627,-3.44225,-5.65125,-4.73,-1.851,-3.8845,-1.4055,-3.7545
"TMEM60_GeneExp","num","Molecular","Gene Expression Microarray",0.599166667,1.262333333,0.065166667,0.161333333,-0.072833333,-0.230833333,0.414666667,0.345666667,0.261666667,0.304666667,0.9075,0.006666667,0.486333333,0.907,0.405166667,0.454666667,-0.864833333,-0.3675,0.224,0.084333333,0.427333333,1.1085,-0.015333333,1.0745,0.522833333,0.759,0.390333333,-1.163166667,0.217166667,0.289666667,-0.295,-0.911166667,-0.3385,0.063666667,0.401333333,-0.1935,0.300333333,0.087333333,-0.048166667,0.645166667,0.292833333,-0.053666667,-0.162,0.268166667,2.578,0.125833333,0.325333333,0.342666667,-0.0375,-0.4215,-0.179833333,-0.379333333,0.439333333,0.001666667,0.541666667,0.490666667,-0.064666667,-0.009166667,-0.472833333,-0.163333333,-0.361333333,0.571333333,0.783333333,0.2825,0.368333333,-0.557333333,0.123666667,-0.347833333,-0.869666667,0.810166667,-0.275833333,-0.532666667,0.920833333,0.102,-0.457333333,0.154166667,0.335166667,0.746,0.699666667,0.187,0.414166667,0.798666667,0.733166667,-0.366166667,0.1875,0.443833333,-0.603,-0.015333333,0.4575,0.092,0.329166667
"CSN3_GeneExp","num","Molecular","Gene Expression Microarray",-0.897,-0.0965,1.057,1.006,0.703,0.5895,-0.756,-0.33,-0.1125,0.098,0.3775,0.3305,0.919,0.3875,-0.537,-0.4975,0.841,0.798,0.8915,-1.3975,-0.5385,0.9495,0.704,0.808,0.3015,0.59,0.2665,0.0565,0.023,-0.2915,-0.5555,0.82,-0.4675,0.0195,0.0955,0.1285,0.364,0.76,0.5395,0.128,0.8975,0.5065,0.2455,0.441,0.0815,-0.5415,-0.772,-2.16,0.0555,-0.007,1.02,0.511,-1.5765,NA,-0.4935,-0.227,0.268,0.2975,-0.0565,0.5925,1.0235,0.552,-0.767,1.4025,-1.4215,-1.0095,0.236,0.1075,-0.3355,0.0895,0.4045,-0.021,0.1435,0.257,0.201,-0.284,0.1215,-0.135,-1.2475,-0.2425,-0.455,-0.099,-0.1465,0.0885,0.823,-0.046,2.053,-0.3125,-0.1565,-0.4725,0.2165
