"Feature","Data_Type","Category","Sub_Category","ACH-000001","ACH-000048","ACH-000091","ACH-000116","ACH-000132","ACH-000291","ACH-000430","ACH-000443","ACH-000524","ACH-000527","ACH-000574","ACH-000617","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000704","ACH-000713","ACH-000719","ACH-000811","ACH-000885","ACH-000906","ACH-000947","ACH-001063","ACH-001151","ACH-001374","ACH-001418","ACH-001630","ACH-002140","ACH-002149","ACH-002181","ACH-002182"
"GAMMA-SECRETASE INHIBITOR 1 (GDSC1:45)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,0.3227471,NA,NA,0.3033061,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3471339,NA,NA,NA,NA,NA,NA,NA,0.1772817,NA,NA
"NSC319726 (GDSC1:461)_IC50","num","Drug Screen","GDSC1_IC50",-8.459868,-9.752798,NA,-5.849563,-9.16233,NA,NA,NA,-3.588097,NA,NA,-8.85279,-7.846226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.731535,NA,NA,-9.778625,-8.878621,NA,NA
"ARRY-520 (GDSC1:474)_IC50","num","Drug Screen","GDSC1_IC50",-6.454265,-9.490194,NA,NA,-8.201676,NA,NA,NA,NA,NA,NA,NA,-7.982688,NA,NA,-7.552502,NA,-6.321538,NA,NA,NA,NA,NA,NA,NA,NA,-4.907288,NA,NA,-6.012115,NA,NA
"SB 505124 (GDSC1:476)_IC50","num","Drug Screen","GDSC1_IC50",1.287068,1.464284,NA,NA,2.160786,NA,NA,NA,NA,1.883068,NA,2.968071,1.26741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.353584,NA,NA
"LDN-193189 (GDSC1:478)_IC50","num","Drug Screen","GDSC1_IC50",3.1462431,0.6737465,1.8406199,1.7862712,1.8202966,2.3624399,1.6736601,2.3539689,1.3906835,1.8408681,0.9785534,1.3877001,0.9149475,2.163094,1.5463052,0.6299635,1.8927468,1.6383111,2.2461155,1.9645779,0.7059791,0.8894366,2.1075865,NA,1.8038989,0.5725685,3.0637715,2.2458679,1.5784747,0.4477451,2.1533278,1.5849546
"SU-11248 (GDSC1:5)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,2.537702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.500596,NA,NA
"DASATINIB (GDSC1:51)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-4.21664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.162564,NA,NA
"CGP 60474 (GDSC1:53)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-4.551788,NA,NA,-3.124087,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.422699,NA,NA,NA,NA,NA,NA,NA,-6.03373,NA,NA
"FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA (GDSC1:546)_IC50","num","Drug Screen","GDSC1_IC50",3.8401184,2.3450305,4.2259688,3.4231422,3.0862578,2.9127682,4.0374911,3.1892337,2.7071711,3.6310038,3.0615577,3.8129136,3.8088495,4.0670172,3.8832871,2.6203108,3.311576,3.0583786,3.0639342,3.9427722,3.8596743,3.2185161,3.7423782,4.0196353,3.2869537,2.7115475,3.1195147,4.191674,0.9719285,3.038994,3.2313682,2.7621789
"A-770041 (GDSC1:55)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,1.793782,NA,NA,1.519043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAM7 (GDSC1:552)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.188651,NA,NA,NA,NA,NA,NA
"KOBE2602 (GDSC1:563)_IC50","num","Drug Screen","GDSC1_IC50",4.290551,4.301575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI-2536 (GDSC1:60)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-5.146013,NA,NA,-4.324029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922703,NA,NA
"BMS 536924 (GDSC1:62)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7743446,NA,NA
"BMS-509744 (GDSC1:63)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.143552,NA,NA
"CMK (GDSC1:64)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.750411,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.973253,NA,NA,NA,NA,NA,NA,NA,1.330681,NA,NA
"CHLORIDINE (GDSC1:71)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.598014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.830676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JW-7-52-1 (GDSC1:83)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-4.532407,NA,NA,-4.990202,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.470918,NA,NA,NA,NA,NA,NA,NA,-6.639726,NA,NA
"A-443654 (GDSC1:86)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-2.665247,NA,NA,-1.850975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.272554,NA,NA
"GW843682X (GDSC1:87)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-5.756654,NA,NA,-5.40333,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.423945,NA,NA,NA,NA,NA,NA,NA,-4.844736,NA,NA
"ENTINOSTAT (GDSC1:88)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593468,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARTHENOLIDE (GDSC1:89)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.993755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.198146,NA,NA
"LLL CPD (GDSC1:9)_IC50","num","Drug Screen","GDSC1_IC50",NA,NA,NA,NA,NA,NA,NA,NA,-0.6693748,NA,NA,-2.6879967,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5801227,NA,NA,NA,NA,NA,NA,NA,-0.888876,NA,NA
