"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1107","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1325","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2390","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"SNUPN","num","Molecular","Microarray Gene Expression"," 1.4401"," 1.9391","-0.7251"," 0.5091"," 0.0576"," 0.7258"," 1.2997"," 0.5107","-0.0331"," 0.6801","-0.1031","-0.8479","-0.0212"," 0.1824"," 0.4080"," 0.0743","-0.1559"," 0.1224"," 0.8965"," 0.5488","-0.0340","-0.1313","-0.2279"," 0.4729"," 0.8667","-0.6740"," 0.4244"," 0.5882","-0.2423"," 0.4184"," 0.8842"," 0.1402"," 0.5465","-0.0098","-0.5044"," 0.7581"," 0.4183","-0.1032"," 0.5424"," 0.5829"," 0.4785","-0.0586"," 0.5694","-0.0111","-0.0956"," 0.3659"," 0.6259","-0.0648","-0.7572"," 0.0075","-0.3635","-0.3131"," 0.3590","-0.5287","-0.0149"," 1.0676"," 0.2864"," 1.1265"," 0.9824"," 0.0708"," 0.3086","-0.5796"," 0.7392"," 0.7571"," 0.0677"," 0.0024"," 0.6652"," 0.0951"," 0.1519"," 1.2361","-0.0977"," 0.5431"," 0.5611"," 1.0466"," 0.7360"," 0.5186"," 0.9231"," 0.0265"," 0.6173"," 0.9783","-0.4157"," 0.9480"," 0.3235","-0.3209"," 1.1170"," 1.1981","-0.0082"," 0.9001"," 0.6575"," 0.7196"," 0.2416"," 0.7604","-0.5214"," 0.6535"
"KIAA0406","num","Molecular","Microarray Gene Expression","-1.3540","-0.4046","-1.5868","-0.8509","-1.2790","-0.7550","-1.4780","-1.3726","-1.0442","-0.9505","-1.0271","-0.2968","-0.5561"," 0.5162","-1.5003","-0.8410","-0.3875","-1.0834","-1.3964","-1.7490","-1.3615","-0.9342","-0.3811","-0.7072","-0.3790","-0.7032","-1.6511","-1.2336","-1.5391","-1.5603","-0.9595","-0.8109","-1.2837","-1.1231","-0.2697","-0.6726","-1.4386","-0.4807","-1.1889","-0.5979","-1.0557","-0.7645","-0.2457","-0.4875","-0.5120","-0.6963","-0.8921","-0.4062","-0.5848","-0.1082","-1.0864","-0.9353","-0.9768","-0.0136","-0.6758","-1.3137","-1.4137","-0.4491","-1.5611","-1.1008","-0.7995","-0.8711","-1.0562","-0.9828","-0.3110","-0.8073","-0.9172","-0.4859","-0.2175","-0.8350","-1.3604","-1.0881","-0.6582","-1.4785","-0.0061","-1.1860","-1.4682","-1.3593","-1.2446","-1.1358","-1.1177","-0.9441","-1.0593","-0.6779","-1.3803","-0.8015","-0.7973","-0.2750","-0.9359","-1.1069","-0.9947","-1.8363","-0.5918","-1.1920"
"C20orf29","num","Molecular","Microarray Gene Expression"," 0.60025"," 0.51150"," 0.01825"," 1.23325"," 0.67025","-0.21150","-0.42700"," 0.03175"," 1.20925"," 0.72200"," 0.67675"," 0.01875"," 0.29225","-0.10675"," 0.64125"," 0.09400"," 0.57150"," 0.14175"," 1.28625"," 0.73725"," 0.14900"," 1.47500"," 1.00600"," 0.55900"," 1.88450"," 1.07725"," 0.73850"," 0.23400"," 0.82025"," 1.10100","-0.40625"," 0.98375","-0.58425"," 0.27850"," 0.40200"," 0.44575"," 0.17100"," 0.69100","-0.06100"," 0.05425"," 0.29350","-0.23925"," 0.23300"," 0.52775","-0.14425"," 0.11150"," 0.93675","-0.14775"," 1.69975","-0.32575"," 0.25050"," 0.75250","-0.41400"," 0.34150"," 0.40000"," 0.36975"," 0.66725"," 0.86650"," 0.13125"," 0.18825"," 0.55900"," 0.01575"," 0.49875"," 0.28725"," 0.54075"," 0.59175","-0.03575"," 0.05925"," 1.47900"," 1.06175","-0.10375"," 0.26825"," 1.09550"," 1.49325","-0.12975"," 0.25200"," 0.92525"," 1.02575"," 0.66600"," 0.47925"," 0.15525","-0.30400","-0.29725"," 0.55400"," 0.46350"," 0.66975"," 0.19250"," 0.97950","-0.03900"," 0.77100"," 0.94700","-0.03075"," 0.41125"," 0.94825"
"TMEM55B","num","Molecular","Microarray Gene Expression"," 0.21775","-0.07950"," 0.61725"," 1.37925","-0.06750"," 0.39625","-0.09300"," 0.10700","-0.49675","-0.19025"," 0.05475","-0.21950","-0.35775"," 0.56350","-0.37575"," 0.38950"," 0.56250","-0.05400","-0.45975","-0.15575"," 0.28450"," 0.31475"," 0.60200","-0.03400"," 1.99575"," 1.06400","-0.47675","-0.35975"," 0.22275","-0.42800","-0.50600"," 0.68900","-0.39725","-0.39175"," 0.76750","-0.36825","-0.40875","-0.03450","-0.03350"," 0.33625"," 0.50950","-0.19125"," 0.59700"," 0.51175"," 0.64475","-0.44200"," 1.57225"," 0.41325"," 0.32925","-0.39475"," 0.70150"," 0.19475","-0.18450"," 0.03475","-0.43800","-0.13775","-0.50700"," 0.60550","-0.27150"," 0.03175"," 0.38200","-0.12600","-0.43425","-0.18875"," 0.85250"," 2.16300"," 0.11950"," 0.40900"," 0.18250"," 0.28425"," 0.65775","-0.39075"," 0.43875"," 0.13925"," 0.95025"," 0.81100","-0.45550","-0.20725","-0.07125"," 0.32025"," 0.17325","-0.55725"," 0.10925"," 0.21350"," 0.48825"," 0.69800","-0.12225"," 0.91200"," 0.39425","-0.33575","-0.61450","-0.59400","-0.15475","-0.40650"
"OSTM1","num","Molecular","Microarray Gene Expression","-2.3386250","-2.0739375","-1.3594375","-3.0779375","-1.2599375","-1.9923750","-2.4646875","-2.1046875","-2.1228750","-1.3840625","-2.6015625","-1.9354375","-1.8376250","-1.4470625","-1.0477500","-2.2935625","-2.2930000","-1.2144375","-1.0851250","-1.9430625","-1.3028125","-1.9443125","-2.0064375","-1.8929375","-1.6092500","-1.0709375","-1.7968125","-1.7068750","-1.7768750","-1.5046875","-1.6418750","-2.2043750","-1.9308125","-2.1295625","-1.8742500","-1.9355625","-2.3673750","-1.9924375","-1.5637500","-2.1512500","-2.6956250","-2.4590000","-2.1291250","-1.9498750","-1.4328125","-1.5488750","-2.1446875","-1.4785000","-1.8645625","-1.3703750","-2.3418125","-1.3661875","-1.6881875","-1.8365625","-0.5165625","-0.6471875","-0.2003750","-1.9828125","-0.0398125","-1.1541250","-2.4202500","-2.1123750","-0.7058125","-1.7854375","-1.4032500","-0.6006875","-1.2556250","-0.9517500","-1.6711875","-2.1783750","-1.1571875","-1.6096250","-0.9611250","-2.4929375","-1.8680625","-1.8361875","-0.9436875","-0.6126250","-0.7039375","-1.9446250","-1.1570000"," 1.0398750","-0.8942500","-1.1985625","-0.7460625","-1.7103750","-1.4199375","-2.2167500","-1.2711875","-0.9234375","-2.1914375","-0.6853750","-1.5478750","-1.1991875"
"CLCN7","num","Molecular","Microarray Gene Expression"," 0.00775","-0.17900","-0.37325","-0.98950","-0.76600","-0.55575","-1.11150","-1.18850","-0.61300","-0.85525","-1.25375","-0.70350","-0.99750","-0.61800","-1.02125","-0.85075","-0.37000","-0.69300","-1.08675","-1.31850","-0.93200","-0.42325","-0.05575","-1.34000"," 0.65350","-0.20525","-0.85950","-0.52300","-1.52250","-0.76175","-0.93075"," 0.08625","-1.37925","-0.61700","-0.49525","-0.77625","-0.75925","-0.48550","-0.21200","-1.07075","-0.83100","-0.88500","-0.99575","-0.41675","-0.28100","-0.58825"," 0.21325","-0.71900","-0.60200"," 0.02175","-0.68450","-0.35725","-0.82925"," 0.05325","-0.63250","-0.45325","-1.17825","-1.04625","-1.62750","-0.37725"," 0.12400","-0.70600","-1.22825","-0.04100"," 0.19150","-1.70500"," 0.56350","-0.35625","-0.54125","-1.14175"," 0.12150","-0.14775"," 0.11300","-0.90625"," 0.86200","-0.52425","-0.77025","-0.74750","-1.08475","-0.25500","-0.90100","-1.29525","-0.77950","-0.80600","-1.32375","-2.01175","-1.03825","-0.21200","-1.01850","-0.72500","-0.46600","-1.42925","-0.24550","-0.73575"
"OTP","num","Molecular","Microarray Gene Expression"," 0.3380000"," 0.3392500"," 0.8510000","-0.0545000"," 0.0377500","-0.0432500"," 0.2412500","-0.1290000"," 0.3155000"," 0.4372500","-0.0262500","-0.0592500"," 0.1025000"," 0.3807500","-0.1090000"," 0.1595000","-0.4342500"," 0.0917500"," 0.4717500","-0.2107500"," 0.1745000","-0.0372500"," 0.1760000"," 0.0017500"," 0.0072500"," 0.3175000","-0.2310000","-0.1905000","-0.2937500"," 0.4965000"," 0.1375000"," 0.0510000"," 0.4137500"," 0.2165000"," 0.0650000"," 0.1302500"," 0.0482500"," 0.4552500","-0.4015000"," 0.0230000"," 0.2420000","-0.0190000","-0.0027500"," 0.1457500"," 0.0247500"," 0.1477500"," 0.3060000","-0.0107500"," 0.1710000"," 0.0395000"," 0.0735000","-0.0040000","-0.2827500","-0.0462500","-0.2620000"," 0.0335000","-0.0262500"," 0.3782500","-0.1667500"," 0.0040000"," 0.0142500","-0.7302500","-0.1673333"," 0.0352500"," 0.2902500"," 0.9612500"," 0.3995000","-0.1342500","-0.0010000","-0.4857500"," 0.1820000","-0.0317500","-0.1857500","-0.4177500","-0.0145000","-0.0235000","-0.2495000","-0.0342500"," 0.0290000","-0.2022500"," 0.4417500"," 0.0185000"," 0.3110000"," 0.3530000","-0.2217500"," 0.3677500"," 0.2677500","-0.1387500"," 0.1037500"," 0.0317500","-0.0547500"," 0.3867500","-0.3877500"," 0.6360000"
"FLJ23049","num","Molecular","Microarray Gene Expression"," 1.60300"," 1.72625"," 1.66800"," 3.41075"," 2.60250"," 2.50475"," 1.50725"," 0.64500"," 0.64350"," 1.52450"," 3.69000"," 1.71050"," 2.83725"," 3.64700","-0.13950"," 0.36925"," 3.50575"," 0.63575"," 0.96300"," 4.07100"," 4.53500"," 1.87950"," 3.10150"," 1.50100"," 3.67300"," 0.16175"," 2.30800"," 1.04000"," 2.16300"," 5.71000"," 2.82750"," 0.50425"," 0.82075"," 2.23475"," 1.52825"," 1.22100"," 1.58250"," 1.53775"," 0.32725"," 0.08950"," 3.41625"," 1.18825"," 3.05375"," 1.76050"," 3.49575"," 2.27625"," 4.36700","-0.27000"," 3.17375"," 1.38850"," 1.40825","-0.21825"," 3.32175"," 0.17900","-1.78425"," 1.20725"," 1.77875","-0.80900"," 4.46475"," 1.10275"," 4.51150"," 1.63500"," 1.62800"," 4.08650"," 5.16275"," 3.78525"," 2.40225"," 1.51925"," 3.43900"," 3.33450"," 1.62925"," 3.83675"," 3.14400"," 1.17900"," 2.81200"," 0.34700"," 0.38475"," 2.80125"," 5.22750"," 3.06700"," 3.92150"," 1.34175"," 0.26850"," 2.40650"," 2.41925"," 4.15700"," 6.36375"," 2.21325"," 0.05900"," 3.44100"," 4.73425"," 1.42925"," 4.59625"," 2.72475"
"HEATR4","num","Molecular","Microarray Gene Expression"," 0.1665"," 0.4920"," 0.1150"," 0.2925"," 0.5130"," 0.1620","-0.1420"," 1.5430"," 0.0250"," 0.4260"," 0.5100"," 1.3030"," 0.2530","-0.0540"," 0.4505"," 1.1505"," 0.3390"," 0.4410","-0.4760"," 0.4415","-0.0470","-0.0010"," 0.0050"," 0.2050","-0.0280"," 0.0545"," 1.0365"," 0.1175","-0.7275"," 0.2105"," 0.5185"," 0.9410"," 1.5525"," 0.1095","-0.1280","-0.0005"," 1.0205"," 0.5270"," 0.4115","-0.0475"," 0.4725"," 1.0310"," 0.5120"," 0.3775"," 0.8165"," 0.1330"," 0.4830"," 0.4050","-0.0180","-0.0215"," 0.3280"," 0.1520"," 0.3645","-0.3170"," 0.4230"," 0.3055","-0.1495"," 0.4360"," 0.2585"," 0.0590"," 0.2030","-1.1175","-0.3715"," 0.3290","-0.2945","-0.0960","-0.1450"," 0.2800"," 0.0600"," 1.0035"," 1.0820","-0.0640"," 0.5265"," 0.4630"," 0.7460"," 0.5015"," 0.8260"," 1.0505"," 1.1780"," 1.2300","-1.0900","-0.5820","-0.0125"," 0.4245"," 0.3440","-1.5845"," 4.0890"," 0.7600"," 0.7285","-0.0380"," 0.2490"," 0.6485","-0.7760"," 0.7075"
"MAP3K10","num","Molecular","Microarray Gene Expression"," 0.47533333"," 0.43250000"," 1.38533333"," 0.79900000"," 0.05450000"," 0.42833333"," 0.36300000"," 0.18700000","-0.16866667"," 0.84250000"," 0.44200000"," 0.54466667"," 0.01916667"," 0.22133333"," 0.64683333"," 0.88766667"," 0.32933333"," 0.80683333"," 1.06533333"," 0.19533333"," 0.88083333"," 0.15000000"," 0.50883333"," 0.20966667"," 0.43166667"," 0.95616667"," 1.10833333"," 0.48533333"," 0.31133333"," 1.02533333"," 0.07366667","-0.12150000"," 1.00600000"," 1.10166667"," 0.42050000","-0.05666667"," 0.87866667"," 1.29433333"," 0.52600000"," 0.21200000"," 0.59033333"," 0.24300000","-0.39466667"," 0.16833333"," 0.20116667"," 0.70066667"," 1.14183333"," 0.80016667"," 0.61100000"," 0.65733333"," 0.48766667"," 0.30466667"," 0.05883333"," 1.36633333"," 0.24683333"," 0.98416667"," 0.21083333","-0.02066667"," 0.39150000"," 1.31566667"," 0.91200000"," 0.51516667"," 0.71866667"," 0.28983333"," 0.21433333"," 0.91333333"," 0.75583333","-0.05700000"," 0.88183333"," 0.46500000"," 0.91500000"," 1.08700000"," 0.66300000"," 0.28566667","-0.11266667"," 0.95550000"," 0.10250000"," 1.53733333"," 0.90583333"," 0.79266667"," 0.88083333"," 0.23333333"," 0.65783333"," 0.24266667"," 0.04016667"," 0.44666667"," 0.66250000"," 0.22416667","-0.17633333"," 1.38366667"," 0.45383333"," 1.44450000"," 1.60000000"," 0.87450000"
"PCDHGA9","num","Molecular","Microarray Gene Expression"," 0.4060"," 0.1525"," 0.6060"," 0.2295"," 0.2195"," 0.4320"," 0.5685"," 0.3955"," 0.2430","-0.2220"," 0.2875"," 0.2800"," 0.2775"," 0.5935"," 1.0875","-0.0335","-0.0535"," 0.1470"," 0.5840"," 0.7050"," 0.0170"," 0.5570"," 0.0495"," 0.2830"," 0.1135"," 0.0505"," 0.3395","-0.2830"," 0.2600"," 0.0100","-0.0675","-1.0070","-0.4900"," 0.2165"," 0.1005"," 0.3155"," 0.5595"," 0.8945"," 0.1690"," 0.7300","-0.1980","-0.1030","-0.0215"," 0.7705"," 0.0980"," 0.2900"," 0.3950"," 0.1380","-0.3900"," 0.0675","-0.3405"," 0.2775"," 0.2155","-0.2370"," 0.2165"," 1.0325"," 0.9085"," 0.0945","-0.2250"," 0.6200"," 1.0625"," 0.4220","-0.1530"," 0.2240"," 0.4235"," 1.1225","-0.0985"," 0.9245"," 1.0865"," 0.2125"," 0.2750"," 0.3525"," 0.0960"," 1.0075"," 0.2585"," 0.4485"," 0.1165","-0.1195"," 0.5395"," 0.3495","-0.0705"," 0.2155"," 0.1895"," 0.4925"," 0.6175","-0.1070"," 0.1885","-0.0770"," 0.3770"," 0.2365"," 0.1825"," 0.6820"," 0.3055"," 0.6645"
"AMDHD2","num","Molecular","Microarray Gene Expression","-0.52200","-0.46725","-1.38325","-1.25775","-0.22525","-0.65450","-0.76125","-0.99125","-0.85325","-1.64800","-1.96125","-0.86700","-0.83900","-0.53525","-0.87375","-1.21425","-0.91025","-0.80275","-1.37025","-1.46825","-1.15150","-0.59375","-1.31875","-1.23075"," 0.24050"," 0.16675","-1.68550"," 0.04475","-1.29100","-0.61075","-0.52525"," 0.60450","-0.47650","-0.53275"," 0.86325","-0.07150"," 0.24525","-0.84975","-0.30475","-0.53450","-0.79950","-1.04750","-0.99475","-0.28950","-0.18300","-0.11950"," 0.12350","-1.00450","-0.63500"," 0.11475","-0.34775"," 0.06275","-0.73325","-0.34350","-0.61975"," 0.18400","-0.53200"," 0.37050","-0.39925","-0.66275"," 0.41250","-0.67250","-0.38225","-0.29475"," 0.74525","-0.65775"," 0.24425"," 0.05700","-0.41675"," 0.10050"," 0.02075"," 0.83225"," 0.56250","-0.11000","-0.36450","-1.29650"," 0.15675","-0.38450","-0.98675"," 0.27275","-0.53400","-0.75875","-0.11525","-0.20425","-0.91175","-1.10925","-0.35750"," 0.89675","-0.79450"," 0.05500","-1.13250","-0.46500","-0.70750","-0.60325"
"LCTL","num","Molecular","Microarray Gene Expression","-2.8185","-1.0180","-1.0445","-1.1285","-1.0000","-0.1320","-1.4025","-1.0830","-1.2970","-0.4095","-1.1750","-0.3690","-1.7550","-2.3120","-1.6650","-0.9020","-1.5120","-0.1510"," 0.1465","-2.1865","-0.8070","-0.6465","-1.6610","-1.0690","-0.8550"," 0.0795","-1.1825","-1.1575","-1.0375","-1.7570","-0.5370","-2.2265"," 0.4425","-0.2415","-0.8770","-0.2750","-2.1390","-0.9175","-1.1815","-0.9115","-1.1380","-0.7280","-0.6315","-0.1375","-0.4950","-0.4345","-1.0800","-0.7920","-0.2000"," 0.0190","-0.8825","-0.7365","-0.8610","-0.9250","-0.6800","-1.8005","-0.2545","-1.3010","-1.3495","-1.3350","-1.0700","-2.0080","-0.8580","-1.5240","-0.7845","-0.7570","-2.7180"," 0.9480","-0.5330","-2.5665","-1.3115","-2.1230","-0.9775","-2.2335","-0.2860","-1.0415","-1.0760","-0.6185","-1.5230","-0.4505","-0.9510","-0.0730"," 0.1185"," 0.2370"," 0.7775","-0.0860","-1.0420","-0.4710","-1.9070","-0.4530","-1.0195","-1.1140","-0.1365"," 0.1905"
"PDCD2L","num","Molecular","Microarray Gene Expression"," 1.12225"," 0.74650","-0.28050"," 1.89075"," 0.50375"," 0.31525"," 0.39150"," 0.09100","-0.06000"," 0.07650"," 0.64475"," 0.87850","-0.93875"," 1.03525"," 0.82675"," 0.23600","-0.46275"," 1.31150","-0.62425"," 0.80400"," 0.79175"," 0.12025"," 0.58250","-0.21050"," 0.40225"," 0.08825","-0.36075"," 0.88150","-0.13250","-0.52825","-0.00150"," 0.47750","-0.07275","-0.54800"," 0.07175","-0.02550"," 0.29125"," 0.31200"," 0.42475"," 0.26050"," 0.87450","-0.50025"," 0.24050"," 0.34275"," 0.54525"," 1.63225"," 1.21850"," 0.79525"," 1.02200"," 0.24450"," 0.60950"," 0.64575","-0.79400"," 0.79875"," 1.41250","-0.07125"," 0.14975"," 0.47825"," 0.11375"," 0.72950","-0.47975","-0.25450","-0.18150","-0.41500"," 0.25200"," 2.19550","-0.03500","-0.52725","-0.29425","-0.33675","-0.70750"," 1.40150"," 0.35975","-0.00150","-0.96225"," 0.06250"," 0.38400","-0.40300","-0.16300","-0.21925"," 0.94625"," 0.10550","-0.35400"," 0.51750"," 0.46025"," 0.66650"," 0.10325"," 0.35100"," 0.95850"," 0.46250"," 0.14200"," 0.54875"," 0.24800"," 1.46350"
"CABLES2","num","Molecular","Microarray Gene Expression"," 0.35325"," 0.56750"," 0.04375"," 1.49725","-0.54400","-0.39400"," 0.06525","-0.14050","-0.21325"," 1.13325"," 0.47800"," 0.72650"," 0.03825"," 1.72350","-0.55150"," 0.25175"," 0.61700","-0.12325"," 0.98500","-0.82675","-0.58700"," 0.00575"," 0.51875","-0.12575"," 1.55175","-0.19950","-0.18600","-0.77975","-0.19775","-0.40800"," 0.23575","-0.06325","-0.29150","-0.21425","-0.27350","-0.19450"," 0.36350"," 0.35875"," 0.51675","-0.39175","-0.31075"," 0.20675"," 0.15750","-0.33300"," 0.18075","-0.46000"," 0.21475","-0.22375"," 1.04375"," 0.27025","-0.76600"," 0.37775","-0.75850"," 0.56775","-0.43950","-0.38500","-0.33400","-0.00175","-1.78500"," 0.08225","-0.17450"," 0.45250","-0.17600"," 0.45525"," 0.97875","-1.11325","-1.33400"," 0.08350"," 0.24050"," 0.16075"," 0.26200","-0.18425","-0.65475"," 0.41325","-0.98700"," 0.30450"," 0.11875","-0.31100","-0.73100"," 0.15775","-1.42600","-1.68750","-0.27700","-0.27225","-1.32125","-0.20050","-0.33150","-1.07100","-1.14675","-0.99575"," 0.28450","-0.58750","-0.40675","-0.43575"
"SLC5A9","num","Molecular","Microarray Gene Expression","-0.35075","-0.17475","-0.38250","-0.24225","-0.37050","-0.54600","-0.29475","-0.37475","-0.39600","-0.42175","-0.32525","-0.09675","-0.55675","-0.55500","-0.37050","-0.26625","-0.35900","-0.59100","-0.23400","-0.48550","-0.34925","-0.37750","-0.15900","-0.48050","-0.17250","-0.06575","-0.59100","-0.42375","-0.55125","-0.21150","-0.35700","-0.57225"," 0.07600","-0.12425","-0.25200","-1.00475","-0.30775","-0.10375","-0.57600","-0.26525","-0.49150","-0.36250","-0.30050","-0.45000"," 0.41425","-0.30850","-0.14325","-0.50150","-0.43250"," 0.17875","-0.25900","-0.49525","-1.02250","-0.41325","-0.84675","-0.27800","-0.63550","-0.13875","-0.47400","-0.59725","-0.38825","-0.38100","-0.41925","-0.43475","-0.79575","-0.25925","-0.10625","-0.48025","-0.44050","-0.77000","-0.36900","-0.47625","-0.27075","-0.53950","-0.63925","-0.31775","-0.47800","-0.62350","-0.55500","-0.33250"," 0.24175","-0.22325","-0.42500","-0.72425","-0.10875","-0.31250","-0.24250","-0.08600","-0.33600","-0.59225","-0.57450","-0.39600","-0.25200","-0.82200"
"CLCA2","num","Molecular","Microarray Gene Expression","-3.32725000","-2.25320000","-1.57500000","-2.26683333","-2.83620000","-1.81660000","-3.01400000","-2.88033333","-2.55316667","-1.74700000","-2.92166667","-2.09533333","-2.77750000","-2.96520000","-2.65820000","-2.27283333","-3.18383333","-2.67980000","-2.72966667","-3.29500000","-2.40800000","-2.85683333","-2.07483333","-2.17366667","-2.67600000","-1.29700000","-1.81766667","-2.43733333","-1.66066667","-1.57525000","-1.21516667","-3.06450000","-1.24183333","-1.15133333","-2.12683333","-1.63120000","-2.69850000","-1.64480000","-1.61000000","-1.76466667","-2.52266667","-1.80633333","-1.54016667","-2.38700000","-1.57540000","-2.00633333","-1.54166667","-2.60100000","-2.17340000","-0.06033333","-2.36966667","-2.11066667","-2.42766667","-1.41400000","-3.02750000","-3.58400000","-2.93400000","-1.92533333","-2.89300000","-2.50316667","-3.13066667","-3.29233333","-2.51360000","-2.51283333","-4.29116667","-3.20700000","-3.22300000","-2.17466667","-2.33500000","-2.73633333","-2.32733333","-3.70283333","-3.02083333","-3.27380000","-2.52083333","-2.28100000","-3.40633333","-2.84816667","-3.96966667","-1.87416667","-0.90383333","-1.47660000","-1.54783333","-1.40860000","-1.91050000","-1.76750000","-1.87283333","-3.20516667","-3.44533333","-1.21350000","-2.56600000","-2.86850000","-2.58800000","-4.42340000"
"MGC16025","num","Molecular","Microarray Gene Expression","-0.6590","-0.6720"," 0.2530"," 0.0070","-0.2615","-0.5755","-0.2710","-1.2005","-0.1155","-0.8910","-0.9425"," 0.4405","-0.8200","-1.1465","-0.9315","-0.3565","-1.4125","-0.2725","-0.5660","-1.0150"," 2.5910","-0.6650"," 0.2195","-0.4930"," 0.6165","-0.6190","-0.7620","-0.9105"," 0.2855"," 0.1495","-0.4370","-0.9290"," 0.5430"," 0.0555"," 0.8020"," 0.0655","-0.4690","-0.5180","-0.6015","-0.2430","-0.4895","-0.0580"," 0.6850","-0.6295","-0.3885"," 0.3975","-0.2015","-0.5755","-0.7730","-0.1565"," 0.0030"," 0.4760","-0.0310"," 0.2915"," 1.8290","-0.5535"," 0.5580","-0.4430","-1.0095","-1.1665","-0.4945","-0.8610","-0.9580","-1.1990","-1.9505"," 1.2080"," 1.8290"," 1.1540"," 0.6975","-1.5760"," 0.3145","-1.1065"," 0.1005","-1.2495","-1.3600","-0.6890","-0.5785","-0.7285","-0.9665","-0.7115"," 1.3680"," 1.0080"," 0.5575","-0.6135","-0.1920","-0.0875","-0.5800"," 0.5500","-0.8435"," 0.6415","-0.6575","-1.5420","-0.5045","-0.0155"
"STRAP","num","Molecular","Microarray Gene Expression","-1.124333333","-1.468500000","-0.393666667"," 0.032833333","-1.239666667"," 0.085500000","-2.043833333","-0.691833333","-0.581000000","-0.494833333","-0.113333333","-0.678333333","-0.918000000","-1.356833333","-0.547000000","-0.446833333"," 0.053333333","-0.226500000","-1.833333333","-0.326000000","-0.800333333","-1.621666667","-0.915000000"," 0.442000000","-0.231333333","-0.188500000","-1.740166667","-1.005333333","-0.749833333","-1.852000000","-0.620666667","-1.303166667","-0.671666667","-0.140166667"," 0.664333333","-0.435000000","-0.752500000","-0.192000000","-0.468000000","-0.650500000"," 0.290333333","-0.727166667","-0.342166667","-0.239666667","-0.422333333","-0.980833333"," 0.737333333","-0.362500000"," 0.264000000"," 0.291333333","-0.184500000"," 0.516833333","-0.978500000","-0.829166667","-0.483333333","-1.498000000","-0.248166667"," 1.258166667"," 0.184000000","-0.675666667","-0.636166667"," 0.146333333"," 0.780166667","-1.142166667"," 0.005166667","-0.339500000","-1.032000000"," 0.207166667","-0.159000000","-0.610833333","-0.060333333"," 0.478166667","-0.672833333","-0.104333333","-0.556000000","-0.304333333","-0.676000000","-1.215166667","-1.111166667","-0.852166667","-1.301333333","-0.205666667","-0.446166667","-0.392500000","-0.723333333","-0.072166667","-0.897333333","-0.069833333","-0.495833333","-1.407166667","-0.635500000"," 0.299500000","-0.217000000"," 0.358166667"
